,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
î¸ñ°,1046068,4.085069308,173108,3.847453534,5.209364119,6.132889289,0.327819981,-1.188471159,1.51629114
éÄé“,1040700,4.084872306,320028,3.876562215,5.208908881,6.258454309,0.324825715,-0.794914442,1.119740157
çãëÓ,1038798,4.084802202,1393760,3.930696833,5.208746918,6.521749975,0.323760424,0.030329549,0.293430875
çáÈì,1017786,4.084017034,599902,3.90209912,5.206934134,6.377006865,0.311837075,-0.423336795,0.73517387
òCóÌåN,1017786,4.084017034,471769,3.892798378,5.206934134,6.332799491,0.311837075,-0.561895359,0.873732434
îNë„,1016534,4.083969619,2216851,3.94407982,5.206824734,6.594994689,0.311117509,0.25989945,0.051218059
óéì˙,1014932,4.083908843,901038,3.916641324,5.206684519,6.448808481,0.310195267,-0.198289975,0.508485242
êüê¥,1010757,4.083749896,471769,3.892798378,5.206317879,6.332799491,0.307783737,-0.561895359,0.869679096
ëı,1008160,4.083650616,831844,3.913898816,5.206088916,6.434999163,0.306277766,-0.241572329,0.547850095
âÊ,1007976,4.083643569,1563282,3.934150798,5.206072668,6.54027399,0.306170893,0.088389113,0.21778178
?çD,1007976,4.083643569,1350909,3.929740111,5.206072668,6.516662951,0.306170893,0.014385358,0.291785535
ôJ?,1004217,4.083499273,960830,3.918807722,5.205739956,6.459810322,0.303982529,-0.163807057,0.467789586
?ã},1003167,4.083458848,1132032,3.924183438,5.205646759,6.487480054,0.303369534,-0.077082193,0.380451727
åƒã~,1003167,4.083458848,423390,3.8884269,5.205646759,6.312443356,0.303369534,-0.625697314,0.929066848
îú??,1001046,4.083377028,1029069,3.921083612,5.20545815,6.471459341,0.302128981,-0.127295694,0.429424675
ür,999033,4.083299177,265782,3.868224406,5.205278709,6.2215411,0.300948736,-0.910611008,1.211559744
ëSö†,993746,4.08309378,1075080,3.922514525,5.204805392,6.478832241,0.297835554,-0.104186915,0.40202247
‡£îˆûÍ,993746,4.08309378,93378,3.813416974,5.204805392,5.996379505,0.297835554,-1.616331902,1.914167456
â©,991222,4.082995247,500102,3.895106868,5.204578387,6.343655667,0.296342459,-0.527868995,0.824211453
?,991222,4.082995247,202756,3.855368682,5.204578387,6.166145275,0.296342459,-1.08423738,1.380579838
˚•õGéz,991084,4.082989851,1423425,3.931337929,5.204565956,6.525169333,0.296260695,0.041046795,0.2552139
ãﬂãµ,987956,4.082867287,863418,3.915184219,5.204283637,6.441455296,0.294403782,-0.221336961,0.515740743
îÖ,987956,4.082867287,1354702,3.929826313,5.204283637,6.517120531,0.294403782,0.015819546,0.278584236
ópïi,985072,4.082753858,713937,3.908499511,5.204022409,6.408184485,0.292685587,-0.325617207,0.618302794
1000,979732,4.082542747,1030290,3.921122608,5.203536339,6.471659767,0.289488527,-0.126667503,0.416156029
ÍyêS,979732,4.082542747,967233,3.919029724,5.203536339,6.460942482,0.289488527,-0.160258543,0.44974707
â∫èW,979626,4.082538542,161842,3.843989414,5.203526659,6.118526676,0.289424857,-1.233487703,1.52291256
?è„,978234,4.082483269,708428,3.908220423,5.203399425,6.406811483,0.288587995,-0.32992059,0.618508585
àÍîº,976237,4.082403804,1331240,3.929288209,5.203216521,6.514266634,0.287384963,0.006874616,0.280510346
éäè≠,976237,4.082403804,381450,3.884100354,5.203216521,6.292547956,0.287384963,-0.688055192,0.975440155
?ùD,976237,4.082403804,508796,3.895782723,5.203216521,6.346848274,0.287384963,-0.517862453,0.805247416
ç≈âı,976237,4.082403804,1215710,3.926454432,5.203216521,6.499333462,0.287384963,-0.039930219,0.327315182
ù–,976237,4.082403804,945020,3.918251573,5.203216521,6.456977985,0.287384963,-0.172684412,0.460069375
óDú®,974898,4.08235041,174576,3.847884182,5.203093636,6.134682828,0.286576702,-1.182849696,1.469426398
COLLAR,974898,4.08235041,513921,3.896174422,5.203093636,6.348701567,0.286576702,-0.512053701,0.798630403
?èº,971796,4.082226364,277065,3.870124125,5.20280819,6.22988068,0.284699221,-0.884472377,1.169171597
GDP,971586,4.082217949,843279,3.914371265,5.202788827,6.437368809,0.284571864,-0.234145182,0.518717046
sir,969296,4.082126036,107938,3.821878543,5.20257736,6.029403533,0.283180967,-1.512825145,1.796006112
õîòb,969296,4.082126036,1478658,3.932488343,5.20257736,6.531326662,0.283180967,0.060345626,0.222835341
î˜ÁÖóV,967640,4.082059402,983510,3.91958592,5.202424073,6.463782871,0.28217274,-0.15135595,0.43352869
íæëÂét,966348,4.082007317,1323768,3.929114351,5.202304265,6.513345814,0.28138472,0.003988501,0.277396218
óõâ√ã”,964932,4.081950134,577632,3.900671115,5.202172742,6.370136974,0.280519645,-0.444868999,0.725388645
å€ô≠,963355,4.081886328,566549,3.899934621,5.202025998,6.366605776,0.279554454,-0.455936785,0.73549124
41,962204,4.081839676,1771762,3.937808034,5.201918716,6.560168321,0.278848821,0.150743643,0.128105177
ïΩôJ,962204,4.081839676,315074,3.875876463,5.201918716,6.25538746,0.278848821,-0.804526826,1.083375647
ôJ,962204,4.081839676,1074425,3.922494694,5.201918716,6.478729798,0.278848821,-0.104508002,0.383356823
éëê[,960136,4.081755683,422624,3.888352738,5.201725583,6.312100248,0.277578515,-0.626772712,0.904351226
?,958635,4.081694579,500102,3.895106868,5.201585096,6.343655667,0.276654483,-0.527868995,0.804523478
ïLã∆,952686,4.081451234,109554,3.82272936,5.201025745,6.032755762,0.272975423,-1.502318301,1.775293724
ó—ê¬â‡,952602,4.081447784,439623,3.889960278,5.201017817,6.319554059,0.272923282,-0.603410335,0.876333617
àÍîc,948200,4.081266488,1838674,3.938869514,5.20060123,6.565998281,0.270183233,0.169016405,0.101166828
ê´ä¥,945176,4.081141341,1806964,3.938372583,5.200313732,6.563265805,0.268292253,0.160452046,0.107840208
îÜî∫,943747,4.08108203,183294,3.850351903,5.200177498,6.144995017,0.26739619,-1.150528343,1.417924533
?ò,943747,4.08108203,61124,3.786863682,5.200177498,5.896202011,0.26739619,-1.930316848,2.197713038
âÿùÌâF,943747,4.08108203,252364,3.865829908,5.200177498,6.211087374,0.26739619,-0.943375978,1.210772168
åŒìÏ,943747,4.08108203,640162,3.904520214,5.200177498,6.388725272,0.26739619,-0.386607953,0.654004143
ô˘,942868,4.081045492,928822,3.917669615,5.200093578,6.454020138,0.266844216,-0.181955151,0.448799367
ëSèÈ,942196,4.08101753,54191,3.778799578,5.200029358,5.866732722,0.26642182,-2.022682035,2.289103855
Ë˚é¶,942196,4.08101753,228544,3.861161066,5.200029358,6.190885834,0.26642182,-1.006693386,1.273115207
íá,942196,4.08101753,111754,3.823862828,5.200029358,6.037230822,0.26642182,-1.488292182,1.754714002
ôlû],941898,4.081005122,337090,3.878826417,5.200000863,6.268620841,0.266234395,-0.763049621,1.029284016
‚Xï®,938708,4.080871997,377202,3.883629214,5.199695161,6.290396145,0.264223685,-0.694799585,0.95902327
éR?,927712,4.080408793,386672,3.884670635,5.198631971,6.29515639,0.257230693,-0.679879614,0.937110307
ëäê∫,925325,4.080307344,313448,3.875648451,5.198399219,6.254368983,0.255699793,-0.807719025,1.063418818
?ë‰,925325,4.080307344,293077,3.872660551,5.198399219,6.241079853,0.255699793,-0.849370961,1.105070754
CC,925325,4.080307344,1488385,3.932685393,5.198399219,6.532384119,0.255699793,0.063660001,0.192039792
õˆîd??,925325,4.080307344,293077,3.872660551,5.198399219,6.241079853,0.255699793,-0.849370961,1.105070754
â?,925325,4.080307344,268981,3.868773089,5.198399219,6.22394556,0.255699793,-0.903074739,1.158774533
åœíK,911248,4.079702418,228452,3.861141872,5.197012089,6.190803269,0.246576132,-1.006952169,1.253528302
öÿé≤ìoèÍ,910643,4.079676161,75425,3.800384302,5.19695191,5.94658396,0.246180311,-1.772405395,2.018585706
öÿ,910643,4.079676161,560716,3.89953975,5.19695191,6.364715852,0.246180311,-0.461860349,0.70804066
âÍë‰åc,910643,4.079676161,523272,3.896876716,5.19695191,6.352029927,0.246180311,-0.501621668,0.747801979
ïx,910643,4.079676161,1069880,3.92235667,5.19695191,6.478017004,0.246180311,-0.106742102,0.352922413
à¢ñ},902712,4.079329951,945020,3.918251573,5.196158642,6.456977985,0.240962698,-0.172684412,0.413647109
?,900156,4.079217574,1516672,3.933249432,5.195901242,6.535415537,0.239269681,0.073161331,0.16610835
îÒ,899818,4.079202684,1923966,3.940154784,5.19586714,6.573091833,0.239045377,0.191249627,0.04779575
êØíC,899718,4.079198277,254966,3.866306476,5.195857047,6.213162844,0.238978996,-0.936870859,1.175849856
â√âm,895672,4.079019474,719133,3.908760293,5.195447602,6.409468568,0.236285925,-0.321592525,0.55787845
îúñº,895328,4.079004225,335742,3.878652779,5.19541269,6.26783897,0.236056295,-0.765500229,1.001556524
âﬂèYõı,891046,4.078813812,79740,3.803846395,5.194976791,5.959690142,0.233189228,-1.731326869,1.964516098
êNî∆,890189,4.078775567,961983,3.918847834,5.194889255,6.460014819,0.232613469,-0.163166103,0.395779572
üäöF,890189,4.078775567,331459,3.878095259,5.194889255,6.265331023,0.232613469,-0.773360854,1.005974323
ê∂üÉ,886201,4.078596995,210540,3.857209768,5.194480603,6.173971095,0.229925612,-1.059709019,1.289634632
ó£ê¢,885170,4.078550668,1457706,3.932058351,5.194374604,6.529021984,0.22922842,0.053122107,0.176106313
ñØë∞,884182,4.07850621,1843704,3.938947358,5.19427289,6.56642683,0.22855941,0.170359602,0.058199808
òY,878512,4.078249883,1223267,3.926649892,5.193686573,6.500358356,0.224702988,-0.03671791,0.261420897
ó¶êÊ,876204,4.078144957,528510,3.897263308,5.193446635,6.353865124,0.223124829,-0.495869634,0.718994463
ô{ò¢,875564,4.078115802,1266026,3.927728188,5.19337997,6.506025959,0.222686347,-0.01895402,0.241640366
??,874335,4.078059739,76514,3.801280934,5.193251791,5.949970013,0.221843266,-1.761792536,1.983635802
ì¸ã´,874335,4.078059739,253378,3.866016352,5.193251791,6.211899044,0.221843266,-0.94083197,1.162675236
êÖâ ,873954,4.07804234,1670360,3.936100349,5.193212011,6.550842332,0.221581621,0.121513325,0.100068297
îÏä^,873355,4.078014966,1220241,3.926571807,5.19314943,6.499948824,0.221169998,-0.038001499,0.259171497
óãËª,855399,4.077183446,837438,3.914130943,5.191249672,6.436162955,0.208674592,-0.237924673,0.446599264
èŒé–,852182,4.077032192,313448,3.875648451,5.190904362,6.254368983,0.206403363,-0.807719025,1.014122388
à¬ñÄ,842850,4.076589408,92754,3.813018068,5.189893944,5.994836478,0.199757467,-1.621168192,1.82092566
àÍâ∆êl,842570,4.076576029,1513744,3.933191659,5.189863424,6.535104726,0.199556728,0.07218716,0.127369568
ç¸êV,842570,4.076576029,91895,3.812463427,5.189863424,5.992693072,0.199556728,-1.627886237,1.827442965
ï™éË,841536,4.076526575,153793,3.841324861,5.189750615,6.107556115,0.198814745,-1.267872579,1.466687324
ÊV?,840724,4.076487686,195714,3.853625523,5.189661913,6.158767619,0.198231315,-1.107361065,1.30559238
ïsä∏ëäêM,831570,4.076046041,186493,3.85122097,5.188654914,6.14864092,0.191607912,-1.13910104,1.330708952
â§‰…,827726,4.075858788,357124,3.88130928,5.188228159,6.279841691,0.188800987,-0.727880264,0.916681251
åÓò†,825446,4.075747214,431012,3.889155842,5.187973935,6.31581972,0.187128862,-0.615114822,0.802243684
ñæîN,823188,4.075636341,772854,3.911325957,5.187721349,6.422161053,0.185467516,-0.281810642,0.467278157
??,822417,4.075598397,1186970,3.925697007,5.187634917,6.495368974,0.184899018,-0.052356061,0.237255079
shorts2,822374,4.075596279,348440,3.880254925,5.187630094,6.275067366,0.184867293,-0.742844367,0.927711661
çc,822374,4.075596279,830679,3.913850229,5.187630094,6.434755682,0.184867293,-0.242335469,0.427202762
é–éÄ,822236,4.075589483,199653,3.854610025,5.187614612,6.162930582,0.184765467,-1.09431315,1.279078617
òAä¬,822236,4.075589483,846978,3.914522386,5.187614612,6.43812759,0.184765467,-0.231766944,0.416532411
ïãî¸,819487,4.075453798,589756,3.901456875,5.187305581,6.37391333,0.182732853,-0.433032819,0.615765672
??,819487,4.075453798,345906,3.879941075,5.187305581,6.273648867,0.182732853,-0.747290349,0.930023202
??âF,818826,4.075421088,172616,3.847308183,5.187231092,6.132284342,0.182242914,-1.190367237,1.372610151
??,818826,4.075421088,1659320,3.935906646,5.187231092,6.549788566,0.182242914,0.11821052,0.064032394
çáèW,815313,4.075246699,164043,3.844689381,5.18683402,6.121419623,0.179631225,-1.224420378,1.404051604
ç`ë‰,815313,4.075246699,1425762,3.931387726,5.18683402,6.525435286,0.179631225,0.041880366,0.137750859
ä·ëO,814136,4.075188064,428002,3.88886991,5.186700535,6.314494473,0.178753244,-0.619268526,0.79802177
êl?,813628,4.075162724,942940,3.918177542,5.186642852,6.456601379,0.178373841,-0.173864801,0.352238641
î˜èŒ,812122,4.075087488,542231,3.898253748,5.186471598,6.358576767,0.177247438,-0.481101996,0.658349433
ä··À,810308,4.074996636,264922,3.868075496,5.186264823,6.220889126,0.175887405,-0.91265448,1.088541885
‡C,805558,4.074757541,390810,3.88511576,5.185720792,6.297195284,0.172309113,-0.673489136,0.845798249
???,805046,4.074731665,988500,3.919754138,5.185661926,6.464643031,0.171921931,-0.148659962,0.320581893
âôr,805046,4.074731665,350219,3.88047357,5.185661926,6.276056289,0.171921931,-0.739744799,0.91166673
?èºËÔ,805046,4.074731665,756391,3.910563928,5.185661926,6.418379948,0.171921931,-0.293661707,0.465583638
ìÇéióﬂ,801394,4.074546506,957550,3.918693283,5.185240768,6.459227059,0.169151817,-0.165635169,0.334786985
éÛ?,801162,4.074534709,220121,3.859362687,5.185213937,6.183166966,0.168975339,-1.030886527,1.199861867
ó´ãLèµ,797036,4.074324184,228757,3.861205468,5.184735231,6.191076847,0.165826712,-1.006094698,1.17192141
î∆àƒ,796956,4.074320089,213561,3.85790158,5.18472592,6.176920794,0.165765473,-1.050463818,1.216229291
âÒüd,796086,4.07427552,1131512,3.924168677,5.184624597,6.487403334,0.165099036,-0.077322658,0.242421694
?,786105,4.07375987,364288,3.882155309,5.183452789,6.283682768,0.157391619,-0.71584123,0.873232849
ínö§,785044,4.07370458,436860,3.889704315,5.183327196,6.318364886,0.15656555,-0.607137543,0.763703093
ñhïî,780468,4.073465056,1273260,3.927906124,5.182783231,6.506963426,0.152987693,-0.016015729,0.169003422
ïÒçê,780468,4.073465056,1081983,3.922722614,5.182783231,6.479907621,0.152987693,-0.100816368,0.253804061
?,776394,4.073250345,445253,3.890475685,5.182295778,6.321951277,0.149781535,-0.595896768,0.745678303
ûä,773144,4.07307806,1472894,3.932370811,5.181904756,6.530696326,0.147209641,0.058369972,0.088839669
?óé,772540,4.073045943,351851,3.880672933,5.181831874,6.276958524,0.146730265,-0.736916936,0.8836472
ëœ,772260,4.073031044,1100550,3.923274195,5.181798064,6.482762081,0.146507888,-0.091869674,0.238377562
ó‚ùD,771748,4.073003783,82260,3.805762027,5.181736204,5.966979321,0.146101011,-1.708480495,1.854581505
ãã?,767361,4.072769276,1068777,3.922323064,5.181204179,6.477843505,0.142601687,-0.107285898,0.249887585
ín?,767331,4.072767667,1362375,3.929999778,5.181200529,6.518041784,0.142577677,0.018707015,0.123870662
ïYó∫,767331,4.072767667,188506,3.851758367,5.181200529,6.150899147,0.142577677,-1.132023109,1.274600786
?,767024,4.072751193,917496,3.917255128,5.181163162,6.451917153,0.142331905,-0.188546507,0.330878412
âΩí¥?,765994,4.072695865,160770,3.843644182,5.181037668,6.117101541,0.141506484,-1.237954483,1.379460967
àÀëR,765994,4.072695865,79557,3.80370435,5.181037668,5.959150715,0.141506484,-1.733017589,1.874524073
ö≠,765298,4.072658425,592704,3.901644896,5.180952756,6.374818333,0.140947984,-0.43019628,0.571144264
êºÂU,765298,4.072658425,119599,3.827688962,5.180952756,6.052415259,0.140947984,-1.440699807,1.581647792
îﬂ?,762372,4.072500568,122234,3.828904456,5.180594788,6.057264751,0.138593495,-1.425500112,1.564093607
ç∑ì_,762372,4.072500568,197291,3.854022613,5.180594788,6.160445535,0.138593495,-1.102101996,1.240695491
ì¶?,755568,4.072130583,1563282,3.934150798,5.179756104,6.54027399,0.133077166,0.088389113,0.044688053
ìA,755568,4.072130583,1023981,3.92092049,5.179756104,6.470621253,0.133077166,-0.129922502,0.262999668
ê∏í ,754447,4.07206923,294473,3.872873472,5.179617075,6.242023372,0.132162718,-0.846413702,0.97857642
éë?,750180,4.071834663,1374513,3.930271712,5.179085641,6.519487231,0.12866728,0.023237461,0.105429819
íæêUâm,748860,4.071761766,1323768,3.929114351,5.178920522,6.513345814,0.12758123,0.003988501,0.123592729
îÈï∑,747100,4.071664322,849285,3.914616222,5.17869983,6.438598938,0.12612966,-0.230289606,0.356419266
?,745270,4.071562701,1155162,3.924831609,5.178469712,6.490852996,0.124616089,-0.066510429,0.191126518
êHì∞,745270,4.071562701,1441356,3.931717418,5.178469712,6.527197398,0.124616089,0.047403331,0.077212758
??,745270,4.071562701,99472,3.817145971,5.178469712,6.010863476,0.124616089,-1.570934991,1.69555108
â§êØ,745270,4.071562701,72454,3.797853697,5.178469712,5.937058133,0.124616089,-1.802262065,1.926878154
?äÔ?,745270,4.071562701,577581,3.900667767,5.178469712,6.3701209,0.124616089,-0.444919379,0.569535468
éù„î,741976,4.071379004,1374892,3.930280155,5.178053822,6.519532132,0.121880626,0.023378193,0.098502433
?ñí‰…,741550,4.071355174,469974,3.892646331,5.177999878,6.332087075,0.121525817,-0.564128276,0.685654093
óõ?,741550,4.071355174,640146,3.90451929,5.177999878,6.388720781,0.121525817,-0.386622027,0.508147844
ér,738636,4.07119171,870944,3.915481976,5.177629903,6.442954897,0.119092354,-0.216636784,0.335729138
íZï–,738012,4.071156603,261450,3.867468128,5.177550454,6.218232472,0.118569789,-0.920981194,1.039550984
õP,734812,4.070975987,759030,3.910687465,5.177141779,6.41899227,0.115881786,-0.291742515,0.407624301
åg,729990,4.070701978,182404,3.850106751,5.176521992,6.143967905,0.111805215,-1.153747607,1.265552822
îáéÌ,728414,4.070611937,1131056,3.924155725,5.176318379,6.487336023,0.110465982,-0.077533629,0.187999612
ümóé,728198,4.070599577,1198056,3.925991854,5.176290433,6.496910917,0.110282167,-0.047523172,0.157805339
ç«,728198,4.070599577,1157900,3.924907264,5.176290433,6.491247215,0.110282167,-0.065274834,0.175557001
ïsãy,728198,4.070599577,237818,3.863047951,5.176290433,6.199021688,0.110282167,-0.98119329,1.091475457
ìÇè√ó¥,728164,4.070597631,296660,3.873204522,5.176286033,6.243491406,0.110253228,-0.841812464,0.952065692
åãñø,728164,4.070597631,772854,3.911325957,5.176286033,6.422161053,0.110253228,-0.281810642,0.392063869
äiã«,728164,4.070597631,208815,3.856809167,5.176286033,6.172265307,0.110253228,-1.065055449,1.175308677
C919,726778,4.070518213,509932,3.89586997,5.176106467,6.347260884,0.109072157,-0.516569215,0.625641373
î’,720308,4.070144986,1022758,3.920881129,5.175262878,6.470419102,0.103523561,-0.130556102,0.234079664
âÄ,720308,4.070144986,340324,3.879239487,5.175262878,6.270482339,0.103523561,-0.757215154,0.860738716
óõçK,714553,4.069809507,815790,3.913221689,5.174504998,6.431609571,0.098538705,-0.252196283,0.350734988
ò‚,714553,4.069809507,271930,3.869271735,5.174504998,6.226133701,0.098538705,-0.89621648,0.994755184
?,712727,4.069702365,150209,3.840081842,5.174263031,6.102460828,0.096947197,-1.283842668,1.380789865
â§é“,712727,4.069702365,1213388,3.92639407,5.174263031,6.499017104,0.096947197,-0.040921776,0.137868974
ìd‰I,712130,4.069667262,168336,3.846021552,5.174183763,6.126938274,0.096425824,-1.207123346,1.30354917
ìdéãë‰,706242,4.069319094,227976,3.861042409,5.173397765,6.190375483,0.091256028,-1.008292971,1.099548999
âõéã,706242,4.069319094,311824,3.875419242,5.173397765,6.25334579,0.091256028,-0.810926004,0.902182032
å¨åˆù»,702306,4.069084345,530043,3.897375548,5.172868037,6.35439835,0.087771808,-0.494198353,0.581970161
çƒãN,700595,4.068981791,1198044,3.925991536,5.172636672,6.496909256,0.086250037,-0.047528376,0.133778412
‡¢,700595,4.068981791,198836,3.854407827,5.172636672,6.162074791,0.086250037,-1.096995443,1.183245479
îºîN,700595,4.068981791,647889,3.904963197,5.172636672,6.390879156,0.086250037,-0.379857062,0.466107098
êäëﬁ,700595,4.068981791,114373,3.825176439,5.172636672,6.042430319,0.086250037,-1.471995469,1.558245506
òCú®ïq,700595,4.068981791,1305726,3.928689458,5.172636672,6.511097993,0.086250037,-0.003056814,0.08930685
èo‡¢,700595,4.068981791,56450,3.781562083,5.172636672,5.876780835,0.086250037,-1.99118837,2.077438407
ÁL,700595,4.068981791,934674,3.917881314,5.172636672,6.455095415,0.086250037,-0.178584923,0.26483496
ó°ñ ,698817,4.068874893,380812,3.884030013,5.172395543,6.29222651,0.084664042,-0.689062697,0.773726739
ôBåæ,698054,4.068828917,72134,3.797573428,5.172291845,5.936005905,0.083981984,-1.805560049,1.889542032
öFò“,698054,4.068828917,196462,3.853814365,5.172291845,6.15956538,0.083981984,-1.104860654,1.188842637
ï[ñ[,694806,4.068632502,94627,3.814205532,5.171848921,5.999433376,0.081068709,-1.606760196,1.687828905
ìVçÀ,694066,4.068587594,996412,3.9200187,5.171747668,6.465996882,0.080402732,-0.144416604,0.224819336
ù®çs,693800,4.068571437,905855,3.916822413,5.171711241,6.449724931,0.080163136,-0.19541756,0.275580695
?åˆé∫,693122,4.06853022,250386,3.865463512,5.171618318,6.209493412,0.079551949,-0.948371909,1.027923858
êÁñú,693122,4.06853022,592704,3.901644896,5.171618318,6.374818333,0.079551949,-0.43019628,0.509748228
çÇín,691599,4.068437451,590484,3.901503415,5.171409195,6.374137292,0.078176466,-0.432330859,0.510507325
ù∞ëÂ,687885,4.068210163,231070,3.86168434,5.170896947,6.19313825,0.074807228,-0.99963367,1.074440898
êMîC,687324,4.068175699,385542,3.884548048,5.17081929,6.294595329,0.074296446,-0.68163814,0.755934585
ô|óù,687324,4.068175699,715521,3.90857926,5.17081929,6.408577052,0.074296446,-0.32438679,0.398683236
ïÁìÚ¸K,687324,4.068175699,102974,3.819162353,5.17081929,6.018740867,0.074296446,-1.546244994,1.62054144
äØàı,687008,4.068156271,941304,3.91811917,5.170775514,6.456304506,0.074008517,-0.174795288,0.248803806
ïêÂ‰,687008,4.068156271,249533,3.86530439,5.170775514,6.208801636,0.074008517,-0.950540134,1.024548651
ïï,683998,4.067970658,1075080,3.922514525,5.170357347,6.478832241,0.07125808,-0.104186915,0.175444996
â§éuàË,683998,4.067970658,160508,3.84355937,5.170357347,6.116751603,0.07125808,-1.239051289,1.31030937
â∫ÊÏ,683998,4.067970658,1074425,3.922494694,5.170357347,6.478729798,0.07125808,-0.104508002,0.175766082
?,683998,4.067970658,542224,3.898253251,5.170357347,6.358574398,0.07125808,-0.481109422,0.552367502
ëÂîö,683998,4.067970658,539416,3.898053115,5.170357347,6.357621178,0.07125808,-0.484097087,0.555355167
ê¢äEññì˙,683578,4.067944678,42199,3.7612605,5.170298827,5.804032508,0.070873168,-2.219202455,2.290075623
ê°,680597,4.067759716,665951,3.905973472,5.169882251,6.395802828,0.068133196,-0.364424865,0.432558061
îv,678857,4.06765129,1136532,3.924310828,5.169638105,6.488142327,0.066527358,-0.075006442,0.1415338
í_éq,678857,4.06765129,356882,3.881280332,5.169638105,6.279710425,0.066527358,-0.72829169,0.794819048
ã¡åª,678524,4.067630501,90676,3.811665148,5.169591297,5.989612262,0.066219483,-1.63754238,1.703761863
ï∂åè,673838,4.067336606,60774,3.786484443,5.16892973,5.894806663,0.061868116,-1.934690266,1.996558381
ã‡ãÂ,673838,4.067336606,57652,3.782976421,5.16892973,5.881944107,0.061868116,-1.975005198,2.036873313
ïáñÖ,672819,4.067272362,909232,3.916948652,5.168785153,6.450364143,0.060917176,-0.193414086,0.254331262
éeòañA,672819,4.067272362,909232,3.916948652,5.168785153,6.450364143,0.060917176,-0.193414086,0.254331262
ïzíö,672819,4.067272362,1363848,3.930032939,5.168785153,6.518217968,0.060917176,0.019259228,0.041657949
26,666022,4.066840742,1373598,3.930251317,5.167814154,6.519378772,0.05453056,0.022897518,0.031633042
?óà,659895,4.066446979,1006204,3.920342523,5.166928838,6.467655728,0.048707511,-0.139217309,0.18792482
ê¨?,659895,4.066446979,60296,3.785962089,5.166928838,5.8928863,0.048707511,-1.940709235,1.989416746
??,659846,4.066443812,223419,3.860076895,5.166921719,6.186228336,0.048660686,-1.021291318,1.069952003
33,659573,4.06642616,1074425,3.922494694,5.166882044,6.478729798,0.048399729,-0.104508002,0.152907731
TheStormMedia,659573,4.06642616,1199804,3.926038034,5.166882044,6.497152575,0.048399729,-0.046765746,0.095165476
îFóA,659573,4.06642616,281093,3.870779089,5.166882044,6.232765457,0.048399729,-0.87543066,0.923830389
È\ì™,656990,4.066258702,121444,3.828543493,5.166505701,6.055823302,0.04592438,-1.430018026,1.475942406
âŒë¨,655972,4.06619248,68973,3.794718832,5.1663569,5.92531995,0.044945664,-1.839052889,1.883998553
òCö†íı,655972,4.06619248,1241440,3.927113832,5.1663569,6.50279404,0.044945664,-0.02908378,0.074029444
ó¿í©?,652005,4.065933208,139553,3.836156082,5.165774446,6.08646097,0.041114648,-1.333990804,1.375105451
?ëÆ,652005,4.065933208,339889,3.879184211,5.165774446,6.270233116,0.041114648,-0.757996289,0.799110937
?êÊ,650814,4.065854986,926812,3.917596518,5.165598764,6.453649045,0.039959126,-0.183118263,0.223077389
ó¨çs,649932,4.065796945,187378,3.851458119,5.165468419,6.149637104,0.039101796,-1.135978715,1.175080511
ëæã¡êl,649029,4.065737421,899984,3.91660154,5.165334755,6.448607217,0.038222637,-0.198920794,0.237143431
??,644788,4.065456488,331918,3.878155436,5.164704055,6.265601538,0.034074293,-0.77251298,0.806587273
îè?,642030,4.065272565,244452,3.864342303,5.164291278,6.204624915,0.031359307,-0.963631174,0.994990482
âŒâª,641694,4.065250091,831183,3.913871259,5.164240848,6.434861064,0.031027611,-0.242005173,0.273032784
DNA,641694,4.065250091,68457,3.794237365,5.164240848,5.923523178,0.031027611,-1.844684486,1.875712098
â•ËŒèª,641694,4.065250091,304876,3.874421534,5.164240848,6.248899304,0.031027611,-0.824862563,0.855890174
??,641694,4.065250091,79853,3.803933902,5.164240848,5.960022534,0.031027611,-1.730285058,1.761312669
·c?,641438,4.065232958,531135,3.897455254,5.164202404,6.354777121,0.030774754,-0.493011175,0.523785928
éå,641316,4.065224791,280626,3.870703755,5.164184077,6.232433398,0.030654209,-0.876471425,0.907125635
âzçñ,641313,4.06522459,377642,3.88367832,5.164183627,6.290620292,0.030651245,-0.694097044,0.724748289
ËÌóp,641313,4.06522459,906323,3.916839943,5.164183627,6.449813676,0.030651245,-0.195139406,0.225790651
??,641313,4.06522459,132904,3.83351202,5.164183627,6.075762448,0.030651245,-1.367523035,1.39817428
ïxâ∆,640495,4.065169776,612499,3.902877923,5.164060638,6.380766565,0.029842305,-0.411552817,0.441395122
ìríÜ,639174,4.065081074,139399,3.83609663,5.163861632,6.086219735,0.028533369,-1.334746902,1.363280271
ìØë‰,637002,4.064934735,1003290,3.920246569,5.163533372,6.467163983,0.02637428,-0.140758579,0.167132859
åöãc,634046,4.064734581,227703,3.860985247,5.163084505,6.190129681,0.023421915,-1.009063387,1.032485302
ê⁄éÛ,633152,4.06467382,576684,3.90060881,5.162948267,6.36983793,0.022525828,-0.445806289,0.468332117
çNÍ§,632360,4.064619903,543513,3.89834469,5.162827384,6.359010106,0.021730736,-0.479743789,0.501474524
éÃ,629256,4.064407785,517450,3.896441321,5.162351899,6.349965635,0.018603301,-0.508091751,0.526695051
