,tot_view,totdat_YJwordview_before_x
詐尸,316576,4.032246204527239
因心臟,316576,4.032246204527239
眼淚,316180,4.03218273059022
走心,316180,4.03218273059022
遭虧,316180,4.03218273059022
徐熙娣,316180,4.03218273059022
EP212,316180,4.03218273059022
20230105,316180,4.03218273059022
千辛万苦,314844,4.031967859411353
雲大師,314628,4.031933013981825
回顧星,314628,4.031933013981825
師圓,314628,4.031933013981825
星雲法,314628,4.031933013981825
生生世世,314628,4.031933013981825
一记,314445,4.031903469025393
大夫,314445,4.031903469025393
釜底抽薪,314445,4.031903469025393
中東大,314322,4.031883599000209
大發,314224,4.031867760720991
之琳,314224,4.031867760720991
怪事,314224,4.031867760720991
一齊行,314166,4.031858384170634
鈪,312985,4.031666991792469
敵電鋸,312161,4.03153292548547
分尸,312161,4.03153292548547
惡魔,312161,4.03153292548547
心臟成,312161,4.03153292548547
負債,312161,4.03153292548547
不弃,310168,4.031206845145763
分离,310168,4.031206845145763
长,310168,4.031206845145763
悲剧,310168,4.031206845145763
不离,310168,4.031206845145763
僑偉,309918,4.0311657592662185
服軟,309707,4.031131050908877
能見,309707,4.031131050908877
千億美債,309707,4.031131050908877
放話布,309707,4.031131050908877
20230304,308583,4.030945665399307
冷战,307645,4.030790317831396
心思,307645,4.030790317831396
开着,307510,4.030767911539562
悦贝,307510,4.030767911539562
大妈,307510,4.030767911539562
零下,307510,4.030767911539562
宋國,306983,4.030680327559204
伺候,306956,4.030675835332997
田想,306956,4.030675835332997
演習,306956,4.030675835332997
摸底,306956,4.030675835332997
印軍機,306956,4.030675835332997
韓商,306956,4.030675835332997
牌掛,306956,4.030675835332997
手鐧,306956,4.030675835332997
戰斧,306956,4.030675835332997
應聲,306956,4.030675835332997
還我錢,306682,4.030630219924199
約會,306682,4.030630219924199
撞車,306682,4.030630219924199
开学,306562,4.0306102265162025
修复,306562,4.0306102265162025
别着急,306562,4.0306102265162025
脏,306562,4.0306102265162025
體系,305947,4.030507608328371
陸會,305947,4.030507608328371
20230129,305947,4.030507608328371
325,305878,4.0304960791698
肝癌,305878,4.0304960791698
公分,305878,4.0304960791698
曝消,305878,4.0304960791698
三點,305843,4.030490229817568
給他,305843,4.030490229817568
明明白白,305843,4.030490229817568
📝,305498,4.030432527628782
冬菇,305295,4.030398537692482
军舰,302833,4.029984068986488
拆除,302833,4.029984068986488
废弃,302833,4.029984068986488
菲律宾,302833,4.029984068986488
海里,302833,4.029984068986488
开火,302833,4.029984068986488
拿下,302833,4.029984068986488
闯,302833,4.029984068986488
封锁,302833,4.029984068986488
仁爱,302833,4.029984068986488
女團,302690,4.0299598676285235
侠,301908,4.029827271447014
键盘,301908,4.029827271447014
遲,300811,4.029640546952373
內必,300811,4.029640546952373
隱憂,300811,4.029640546952373
老去,300574,4.029600095770491
劉奕君,300574,4.029600095770491
天樂,300574,4.029600095770491
醫美變,300574,4.029600095770491
无敌,300494,4.029586432466823
超级,300494,4.029586432466823
实用,300494,4.029586432466823
手持,300219,4.0295394305633305
七人車,300219,4.0295394305633305
圖片,300219,4.0295394305633305
大膠,300219,4.0295394305633305
膠,300219,4.0295394305633305
健碩,300219,4.0295394305633305
龍尾,300219,4.0295394305633305
阿驄,300112,4.029521128173851
隐忍,300101,4.029519246162817
长期,300101,4.029519246162817
婚后,300101,4.029519246162817
Office,300052,4.02951086162363
倒掛,299103,4.029348140930227
金鉤,299103,4.029348140930227
余,299103,4.029348140930227
主廚,299071,4.029342642923762
震驚眾,299071,4.029342642923762
嘲諷,299071,4.029342642923762
外行,299071,4.029342642923762
20221212,298372,4.029222364204807
自找,298372,4.029222364204807
必睇,298107,4.029176673939215
为先,297605,4.029089983342177
林海峰,297018,4.028988384641796
生威,296574,4.028911371643445
脅,296574,4.028911371643445
否認,295525,4.028728852567627
半鐘,295525,4.028728852567627
愛呂麗君,295525,4.028728852567627
氣好,295525,4.028728852567627
一筆,295525,4.028728852567627
为啥,293403,4.028357179340895
盐水,293403,4.028357179340895
菠萝,293403,4.028357179340895
美關,292679,4.028229608540847
悲觀,292679,4.028229608540847
办事处,291445,4.0280112732500895
韩,291445,4.0280112732500895
度大彎轉,291299,4.027985365492199
內達,291299,4.027985365492199
大幅,291299,4.027985365492199
內公,291299,4.027985365492199
新政,291299,4.027985365492199
趨近,291299,4.027985365492199
有十條,291299,4.027985365492199
鮑,291027,4.02793705617457
盆菜,291027,4.02793705617457
偉曾,290777,4.027892605007171
兩人離,290777,4.027892605007171
軌,290777,4.027892605007171
敗露,290777,4.027892605007171
開後房間,290777,4.027892605007171
董潔關,290777,4.027892605007171
滿地,290777,4.027892605007171
人員,290777,4.027892605007171
偉,290777,4.027892605007171
計生,290777,4.027892605007171
婚內,290777,4.027892605007171
埋單,290668,4.0278732095151675
阔,290650,4.027870005725436
韩佳人,290650,4.027870005725436
被宠,290650,4.027870005725436
百亿,290650,4.027870005725436
食言,290424,4.027829759494013
核酸,290355,4.027817464217425
鱷,288728,4.0275264947388445
街坊,288728,4.0275264947388445
20230302,288728,4.0275264947388445
凶案,288728,4.0275264947388445
上車族,288120,4.02741724085018
年陸,287796,4.027358903627802
電動車,287796,4.027358903627802
幣看,287796,4.027358903627802
20230122,287796,4.027358903627802
思念,287464,4.0272990417525945
已逝,287464,4.0272990417525945
聯系,287464,4.0272990417525945
史蒂芬,287464,4.0272990417525945
金小說,287464,4.0272990417525945
顯靈,287464,4.0272990417525945
看素,287138,4.02724017854964
颜猜,287138,4.02724017854964
水龙头,286242,4.027077968788201
真土,286242,4.027077968788201
香皂,286242,4.027077968788201
辣仁,286242,4.027077968788201
肝胆,286242,4.027077968788201
内向,286242,4.027077968788201
不辣,286242,4.027077968788201
評審,286223,4.02707452228268
倩影,286223,4.02707452228268
開聲,286223,4.02707452228268
七年,285582,4.026958082176432
告白,285582,4.026958082176432
細心,285582,4.026958082176432
敬茶,285582,4.026958082176432
禮服,285582,4.026958082176432
中式,285582,4.026958082176432
逼利智,285278,4.026902746477496
梅艷芳用,285278,4.026902746477496
韓嚇,285133,4.0268763271386865
英義日,285133,4.0268763271386865
搞鬼,285133,4.0268763271386865
放軟,285133,4.0268763271386865
20230111,285133,4.0268763271386865
急令,285133,4.0268763271386865
大連線,285133,4.0268763271386865
盎薩,285133,4.0268763271386865
戰略夥,285133,4.0268763271386865
嘴皮,285133,4.0268763271386865
戰略夥伴,285133,4.0268763271386865
歌王,282941,4.0264749060477785
唱出,282941,4.0264749060477785
K歌之王,282776,4.0264445341869
第五,282776,4.0264445341869
冲过来,282524,4.026398105793276
用水,282524,4.026398105793276
黑龙江,282524,4.026398105793276
起火,282524,4.026398105793276
灭火,282524,4.026398105793276
孙子,282524,4.026398105793276
绥化,282524,4.026398105793276
油锅,282524,4.026398105793276
老人家,282524,4.026398105793276
做菜,282524,4.026398105793276
20230212,282384,4.026372290128748
47,281269,4.026166120728743
佘詩曼,281269,4.026166120728743
師初,280950,4.026106950117264
柯比,279574,4.025850764370173
數位,279574,4.025850764370173
商務,279574,4.025850764370173
海灣,279574,4.025850764370173
交機,279574,4.025850764370173
我想訪,279574,4.025850764370173
20221211,279002,4.025743809774959
將訪,279002,4.025743809774959
最怕,278307,4.025613491081567
暴政,278307,4.025613491081567
吾爾開,278307,4.025613491081567
智慧型,277746,4.025508004986238
阿斯,277746,4.025508004986238
創世神,277746,4.025508004986238
軍隊,277746,4.025508004986238
當個,277746,4.025508004986238
召喚,277746,4.025508004986238
打怪,277746,4.025508004986238
第四位,277509,4.02546336222183
車公廟,277426,4.025447716698462
童語,277354,4.025434139993493
千億訂,277190,4.025403199015684
難題,277190,4.025403199015684
🍊,276827,4.025334633300666
赶着,276827,4.025334633300666
疼,276802,4.025329907056034
年邁,276802,4.025329907056034
可真行,276350,4.025244365483632
没法,276350,4.025244365483632
魯,275085,4.025004040869183
高大,275082,4.025003469307515
煮成,275082,4.025003469307515
曝下鍋,275082,4.025003469307515
核動力,274396,4.02487256961747
5%,274396,4.02487256961747
8%,274396,4.02487256961747
美國僅,274396,4.02487256961747
增速,274396,4.02487256961747
美國拉日,274396,4.02487256961747
20221218,274396,4.02487256961747
熱爆,274139,4.024823425794287
關暖氣,274139,4.024823425794287
電費,274139,4.024823425794287
攝氏,274139,4.024823425794287
暴漲,274139,4.024823425794287
攝,274139,4.024823425794287
當兒子,274037,4.024803905461665
孃,274037,4.024803905461665
媳當,274037,4.024803905461665
丈母,274037,4.024803905461665
抓馬,273189,4.024641270465839
毫無異樣,273189,4.024641270465839
禁食,273189,4.024641270465839
懸疑片,273189,4.024641270465839
哇薩比,273189,4.024641270465839
神跡,273189,4.024641270465839
全國成,273189,4.024641270465839
網飛,273189,4.024641270465839
金枝欲,272942,4.024593781867513
孽,272942,4.024593781867513
重聚,272942,4.024593781867513
剧组,272942,4.024593781867513
人不可貌,272652,4.024537958216503
自以,272652,4.024537958216503
紫霞,271771,4.024367918875689
仙子,271771,4.024367918875689
绝色美女,271771,4.024367918875689
容颜,271771,4.024367918875689
想当年,271771,4.024367918875689
用奇招,271079,4.024233879666101
鞭炮,271079,4.024233879666101
杜正勝,270649,4.0241503762737185
20230225,270649,4.0241503762737185
蕭詳,269489,4.023924291388955
細解釋,269489,4.023924291388955
六點,269489,4.023924291388955
幾下,268721,4.0237739450644705
既然如此,268721,4.0237739450644705
騙徒,268698,4.02376943432083
全尸,268632,4.023756487798971
大驚,268632,4.023756487798971
害得,268632,4.023756487798971
賊,267646,4.023562605465692
防堵,267146,4.023463950350844
客氣,267146,4.023463950350844
換黃金,267146,4.023463950350844
何多人,267041,4.023443203792985
健委內部,267041,4.023443203792985
青島,267041,4.023443203792985
五十,267041,4.023443203792985
通報,267041,4.023443203792985
何衛,267041,4.023443203792985
招魂,266658,4.023367442741734
兩天,265810,4.0231992208744805
病床,265810,4.0231992208744805
活東西,265810,4.0231992208744805
灌醉,265419,4.023121432825679
劉心悠,265419,4.023121432825679
曾將,265419,4.023121432825679
顏值,264360,4.022910035610959
曲超,264120,4.022861981453164
收心,264120,4.022861981453164
陈乔恩,264120,4.022861981453164
遛,264120,4.022861981453164
艾伦,264120,4.022861981453164
定情,264120,4.022861981453164
燈派,263256,4.0226885387757525
高維度,261579,4.022349875441806
ChatGPT,261579,4.022349875441806
我問,261579,4.022349875441806
碟,261278,4.022288805773794
中諜,261278,4.022288805773794
cafe,259512,4.021928743783057
🤨,259124,4.021849230470202
📍,259124,4.021849230470202
變成點,259124,4.021849230470202
申報表,259124,4.021849230470202
表點,259124,4.021849230470202
介绍,258766,4.02177573451533
探月,257750,4.021566467799604
惊呆,257750,4.021566467799604
外卖,257750,4.021566467799604
全息,257750,4.021566467799604
投影,257750,4.021566467799604
搞砸,257495,4.021513785127005
超粒,257495,4.021513785127005
白痴,256096,4.0212236021805206
找個,255766,4.021154867486316
賴怡忠,255362,4.021070570236321
20230204,255362,4.021070570236321
總冠,254106,4.020807441592649
迷局,253733,4.020728989503787
炅,253733,4.020728989503787
何炅解,253733,4.020728989503787
追凶,253733,4.020728989503787
湾仔,253330,4.020644067306516
結尾,251302,4.0202141690144
沙溢章,251291,4.020211825543688
20221216,251291,4.020211825543688
若楠,251291,4.020211825543688
晚餐,251291,4.020211825543688
团给,251291,4.020211825543688
杨迪玩,251291,4.020211825543688
心理战,251291,4.020211825543688
后代,250708,4.020087439927696
秦王,250179,4.019974265826036
節花車,250179,4.019974265826036
一章,250179,4.019974265826036
20230221,250179,4.019974265826036
顫抖,250179,4.019974265826036
核試,250179,4.019974265826036
別國家,250179,4.019974265826036
myz,249530,4.019835014441261
曼聯,249044,4.019730443508661
外甥女,248853,4.019689277670522
鋒擁,248853,4.019689277670522
更改,248853,4.019689277670522
賈曉晨,248853,4.019689277670522
貼文,248853,4.019689277670522
婷婷,248853,4.019689277670522
勁燦爛,248853,4.019689277670522
男演员,248738,4.019664473125514
未播,248738,4.019664473125514
排序,248738,4.019664473125514
远方,247808,4.019463357858912
羊驼,247808,4.019463357858912
骑着,247808,4.019463357858912
蕭敬騰,247760,4.019452952419227
真夠,247760,4.019452952419227
冷箭,247760,4.019452952419227
這把,247760,4.019452952419227
內傷,247760,4.019452952419227
老蕭,247760,4.019452952419227
定制,247271,4.019346804872781
樂應,247271,4.019346804872781
該定,247271,4.019346804872781
奢華版,247271,4.019346804872781
辛酸,247235,4.019338980082113
錢給,247235,4.019338980082113
嶺,247235,4.019338980082113
橙子,247235,4.019338980082113
看病,247235,4.019338980082113
只為,247235,4.019338980082113
山越,247235,4.019338980082113
外公,247235,4.019338980082113
疑團,247138,4.019317889610473
之路,246382,4.019153163151118
開天闢,245654,4.018993946422596
陸促,245654,4.018993946422596
升息,245654,4.018993946422596
堪稱,245654,4.018993946422596
害己,245654,4.018993946422596
312,245654,4.018993946422596
爆擠,245654,4.018993946422596
穷,245333,4.018923557050461
終於回,245140,4.018881180920469
自驾游,244922,4.018833266054952
發大規模,244696,4.018783537189765
減個,244696,4.018783537189765
武漢爆,244696,4.018783537189765
醫保,244696,4.018783537189765
削,244696,4.018783537189765
戶,244696,4.018783537189765
賬戶,244696,4.018783537189765
奔驰车,244598,4.018761955705192
抹泪,244598,4.018761955705192
MangoTV,243330,4.018481750743411
孤单,243330,4.018481750743411
成名作,243330,4.018481750743411
孤,243330,4.018481750743411
猜歌,243330,4.018481750743411
花样百出,243330,4.018481750743411
棕櫚油,242756,4.018354313395097
租軍機,242756,4.018354313395097
相逢,242756,4.018354313395097
大缺,242756,4.018354313395097
F16,242756,4.018354313395097
狹路,242756,4.018354313395097
鱉,242756,4.018354313395097
20221230,242756,4.018354313395097
單之痛,242756,4.018354313395097
糧荒,242756,4.018354313395097
美體驗,242756,4.018354313395097
一擊,242756,4.018354313395097
給菲空,242756,4.018354313395097
佐科,242756,4.018354313395097
菠萝蜜,242078,4.018203305947568
嘎嘣脆,242078,4.018203305947568
尝尝,242078,4.018203305947568
明顯,241910,4.018165807384791
歌喉,241910,4.018165807384791
辣遊,241910,4.018165807384791
Wing,241910,4.018165807384791
難估,241910,4.018165807384791
左媽媽,241910,4.018165807384791
動怒,241233,4.018014370404264
超瓊,241233,4.018014370404264
超瓊罕見,241233,4.018014370404264
恰飯,241233,4.018014370404264
王葬,241233,4.018014370404264
耳,241233,4.018014370404264
麗晶,240688,4.017892078303857
告诉,240422,4.017832266484335
客户,240275,4.0177991774991755
瘦腿,240177,4.01777710427836
袜,240177,4.01777710427836
樹立,240034,4.017744875423162
Jarvis,240034,4.017744875423162
周奕瑋,240034,4.017744875423162
為後輩,240034,4.017744875423162
人兒,240034,4.017744875423162
獲表揚,240034,4.017744875423162
典範,240034,4.017744875423162
戴耀明,240034,4.017744875423162
教材,240034,4.017744875423162
抓坛,238778,4.0174607793614285
姐弟,238106,4.017308019707765
蘋,238106,4.017308019707765
反目成仇,237903,4.0172617687824745
楊怡,237903,4.0172617687824745
未婚,237903,4.0172617687824745
麻煩,237903,4.0172617687824745
再出,237903,4.0172617687824745
胡定欣,237903,4.0172617687824745
收養,236584,4.016960059291788
黑熊,236584,4.016960059291788
兇猛,236584,4.016960059291788
陸軍費,235742,4.016766370478956
穩經濟,235742,4.016766370478956
氣蒙,235717,4.016760606563669
小豬,235717,4.016760606563669
🐖,235717,4.016760606563669
豬肉,235717,4.016760606563669
寵物豬,235717,4.016760606563669
發潛能,235651,4.016745386197858
潛能,235651,4.016745386197858
會激,235651,4.016745386197858
人著,235651,4.016745386197858
雷達,235338,4.016673132987464
無影,235338,4.016673132987464
尹錫悅求,235338,4.016673132987464
認栽,235338,4.016673132987464
無效,235338,4.016673132987464
戳,235338,4.016673132987464
狗牌,235338,4.016673132987464
匿,235338,4.016673132987464
不來,235338,4.016673132987464
商家,235338,4.016673132987464
反殺掛,235338,4.016673132987464
億飛,235338,4.016673132987464
優勢,235338,4.016673132987464
Nov20,235270,4.016657420105827
推算,235161,4.01663222157241
這桌,234919,4.016576224586973
宮保雞,234919,4.016576224586973
餞行,234677,4.016520156291067
行李箱,234677,4.016520156291067
朱曉彤,234148,4.016397344661671
溯,234148,4.016397344661671
沙獲,234148,4.016397344661671
眼紅狂,234148,4.016397344661671
危及,234148,4.016397344661671
德州,234148,4.016397344661671
整頓,234148,4.016397344661671
中沙關,234148,4.016397344661671
閨女,233753,4.016305418463379
孕檢,233753,4.016305418463379
老越,233237,4.016185043086923
面部,233237,4.016185043086923
和偉,233237,4.016185043086923
劉德華越,233237,4.016185043086923
毀容,233152,4.0161651822478
換上,233152,4.0161651822478
經械,232780,4.0160781565084775
超神經,232780,4.0160781565084775
劫案,232780,4.0160781565084775
超神,232780,4.0160781565084775
初戀,232454,4.016001750638407
謝賢初,232454,4.016001750638407
戀嘉玲,232454,4.016001750638407
綠葉王,232454,4.016001750638407
馮峰,232336,4.015974061889043
導演,232336,4.015974061889043
死癌,231832,4.015855602200417
降三高,231832,4.015855602200417
這杯,231832,4.015855602200417
防癌,231832,4.015855602200417
卿,231832,4.015855602200417
救救,231696,4.015823582369589
現況,231696,4.015823582369589
日元,231696,4.015823582369589
奶野,231696,4.015823582369589
單日,231696,4.015823582369589
170,231696,4.015823582369589
📉,231696,4.015823582369589
62,231602,4.015801437442144
毒舌大狀,231602,4.015801437442144
書房,231602,4.015801437442144
舌大狀,231602,4.015801437442144
必破,231602,4.015801437442144
毒舌大,231602,4.015801437442144
電影及,231602,4.015801437442144
攻心,231602,4.015801437442144
閒話,231602,4.015801437442144
華將成,231602,4.015801437442144
劇透,231602,4.015801437442144
歲黃子,231602,4.015801437442144
含劇,231602,4.015801437442144
改歌,230758,4.01560210550226
慘敗,230533,4.015548813960832
兩軍遭,230533,4.015548813960832
部署,230533,4.015548813960832
精兵,230533,4.015548813960832
進戰略,230533,4.015548813960832
軍百萬,230533,4.015548813960832
推陸,230533,4.015548813960832
台海空,230533,4.015548813960832
濱海作,230533,4.015548813960832
破美封,230533,4.015548813960832
產四奈米,230533,4.015548813960832
全殲,230533,4.015548813960832
20230114,230533,4.015548813960832
袖珍,230347,4.015504711081069
還生,230347,4.015504711081069
敲門,230347,4.015504711081069
美嬌妻,230347,4.015504711081069
男娶,230347,4.015504711081069
階段,229838,4.015383795658556
尚氣,229838,4.015383795658556
上限,229838,4.015383795658556
永恆族,229838,4.015383795658556
汪達,229838,4.015383795658556
幻視,229838,4.015383795658556
彈級,229523,4.015308800039673
遼寧號,229523,4.015308800039673
近海,229523,4.015308800039673
美議員,229523,4.015308800039673
麥卡錫訪,229523,4.015308800039673
艦恐,229523,4.015308800039673
提台,229523,4.015308800039673
暴怒,229523,4.015308800039673
堂堂,228928,4.015166794107303
遊玩,228857,4.015149818413175
潛水,228857,4.015149818413175
自始,228857,4.015149818413175
岌岌可危,228857,4.015149818413175
醫院裡,228857,4.015149818413175
至終,228857,4.015149818413175
親兒子,228857,4.015149818413175
坐火車,227519,4.014828688359295
惡霸,227519,4.014828688359295
連登話,227233,4.014759743500575
多災,226229,4.014516861893433
見爺,226229,4.014516861893433
潰,226229,4.014516861893433
了韓,226229,4.014516861893433
填成,226229,4.014516861893433
延誤,226229,4.014516861893433
刪減,225678,4.01438300064549
李連杰,224126,4.014003773226686
發言,223918,4.013952702445976
口水,223918,4.013952702445976
令班,223918,4.013952702445976
哂,223918,4.013952702445976
跟前,223918,4.013952702445976
缅甸,222879,4.013696713553193
北约,222879,4.013696713553193
联合国,222879,4.013696713553193
态度,222879,4.013696713553193
美国签证,222879,4.013696713553193
红包,222461,4.013593310479346
俄伊靠,222004,4.013479984724288
豪奪,222004,4.013479984724288
俄非,222004,4.013479984724288
巧取,222004,4.013479984724288
小人,222004,4.013479984724288
法德,222004,4.013479984724288
20230219,222004,4.013479984724288
以惡,221954,4.013467568355837
混世魔王,221954,4.013467568355837
叛逆,221954,4.013467568355837
制惡,221954,4.013467568355837
發家變,221668,4.013396480253586
足不出,221668,4.013396480253586
你問,220942,4.013215515781948
youtuber,220942,4.013215515781948
正義,220714,4.013158532329611
真没想到,220543,4.013115746994965
瞒,220543,4.013115746994965
現部,220539,4.01311474567791
戰輸,220539,4.01311474567791
美媒吵,220539,4.01311474567791
美媒,220539,4.01311474567791
王布會,220539,4.01311474567791
快艇,220539,4.01311474567791
20230218,220539,4.01311474567791
屁股,220539,4.01311474567791
谜题,220293,4.013053121522502
连环,220293,4.013053121522502
乱序,220293,4.013053121522502
看頭,219979,4.012974339419556
獨大有,219979,4.012974339419556
必備,219181,4.012773495716086
當媽媽,219181,4.012773495716086
超緊,218837,4.012686637626737
我媽,218837,4.012686637626737
XDD,218837,4.012686637626737
赶紧,218714,4.0126555398618935
挖到,218714,4.0126555398618935
电影院,218714,4.0126555398618935
绯闻,218232,4.012533468522633
郭蔼明,218232,4.012533468522633
娱乐圈,218232,4.012533468522633
令人羡慕,218232,4.012533468522633
真緊,218047,4.012486526927551
看存,218047,4.012486526927551
罐,218047,4.012486526927551
通风管道,217042,4.012230657339861
回响,216938,4.012204095740797
往日,216938,4.012204095740797
升级,215751,4.011899817041123
居家,215751,4.011899817041123
下水,215751,4.011899817041123
霑,215410,4.011812021610692
壞壞,215410,4.011812021610692
張曼玉,215410,4.011812021610692
大聲,214968,4.011697966398035
遞,214968,4.011697966398035
傳遞,214968,4.011697966398035
運給,214968,4.011697966398035
加菲律賓,214265,4.0115159636897
愈發,214265,4.0115159636897
軍援,214265,4.0115159636897
美國擊,214265,4.0115159636897
中方,214265,4.0115159636897
以示,214265,4.0115159636897
落氣球,214265,4.0115159636897
勝利,214265,4.0115159636897
五座,214265,4.0115159636897
小斧牙,214059,4.011462491656212
適合華人,213276,4.011258664445588
皇崗,212748,4.011120695132953
平地,212748,4.011120695132953
夷為,212748,4.011120695132953
巴基斯坦,211690,4.0108429564816035
湯圓,211274,4.010733281018429
兒給,211274,4.010733281018429
女伴,210384,4.010497740246545
最遲,210384,4.010497740246545
送手,210181,4.0104438433364145
Kaying,210181,4.0104438433364145
信給,210181,4.0104438433364145
邀吃蟲,210181,4.0104438433364145
🎀,210181,4.0104438433364145
肚,210003,4.010396531031816
20220130,210003,4.010396531031816
兔飛,210003,4.010396531031816
曝中國,210003,4.010396531031816
一地,210003,4.010396531031816
幣計,210003,4.010396531031816
猛進,210003,4.010396531031816
價開,210003,4.010396531031816
光祖,210003,4.010396531031816
掛滿,209469,4.010254296327131
屍謀害,209469,4.010254296327131
風光,209469,4.010254296327131
金器,209469,4.010254296327131
平認,208807,4.010077344747745
十點,208807,4.010077344747745
轟炸機,208807,4.010077344747745
錯談,208807,4.010077344747745
B21,208807,4.010077344747745
總會,207908,4.009835930628721
發生關,207908,4.009835930628721
洩露,207847,4.009819503209317
臉照,207847,4.009819503209317
現兒子,207847,4.009819503209317
郭峰,207847,4.009819503209317
立婚,207847,4.009819503209317
呼应,206485,4.0094511552063965
大连,206485,4.0094511552063965
白发,206485,4.0094511552063965
上街,206485,4.0094511552063965
抗议,206485,4.0094511552063965
第二次,206485,4.0094511552063965
医保,206485,4.0094511552063965
经济衰退,206485,4.0094511552063965
改革,206485,4.0094511552063965
指望,206485,4.0094511552063965
复苏,206485,4.0094511552063965
大规模,206485,4.0094511552063965
砸傷,205550,4.0091965457962475
現場動,205550,4.0091965457962475
兜,205271,4.009120294143136
咪針,205271,4.009120294143136
問你有,205271,4.009120294143136
談話,204891,4.00901623264177
場邊布,204891,4.00901623264177
受矚目,204891,4.00901623264177
籲與習,204891,4.00901623264177
Singsingkitchen,203530,4.008641562636002
展望,203396,4.008604506429085
離別,203220,4.008555789742571
无眉,202721,4.0084173829841445
大侠,202721,4.0084173829841445
换钱,202721,4.0084173829841445
一块钱,202721,4.0084173829841445
禁售,202103,4.008245384834419
燃油,202103,4.008245384834419
215,202103,4.008245384834419
實美國,202103,4.008245384834419
中原,202103,4.008245384834419
美火車,202103,4.008245384834419
衝天,202103,4.008245384834419
一飛,202103,4.008245384834419
弱化,202103,4.008245384834419
主客,202103,4.008245384834419
2035,202103,4.008245384834419
比亞迪,202103,4.008245384834419
美國認,202103,4.008245384834419
諒,202103,4.008245384834419
角度看,199918,4.007632018302682
美若開,199918,4.007632018302682
戰大陸,199918,4.007632018302682
台灣別,199918,4.007632018302682
不在乎,199918,4.007632018302682
恃,199906,4.007628626862778
八字,199890,4.007624104551648
但少,199866,4.007617320246382
流川,199866,4.007617320246382
景補,199866,4.007617320246382
影版,199866,4.007617320246382
減場,199866,4.007617320246382
大刪,199866,4.007617320246382
幾位,199866,4.007617320246382
點什麼,199866,4.007617320246382
內心,199866,4.007617320246382
灌籃,199866,4.007617320246382
美声,198862,4.007332605058212
梁咏琪,198862,4.007332605058212
殿堂,198862,4.007332605058212
极致,198862,4.007332605058212
皮皮,198811,4.007318095060498
中阿峰,198811,4.007318095060498
能源,198811,4.007318095060498
無人能,198811,4.007318095060498
沙國,198811,4.007318095060498
強大美,198811,4.007318095060498
剉,198811,4.007318095060498
智能家居,198738,4.007297317844389
機器,198738,4.007297317844389
產品,198738,4.007297317844389
观众,198510,4.007232363861075
关心,198510,4.007232363861075
司仪,198373,4.007193290148728
搂,198373,4.007193290148728
急坏,198373,4.007193290148728
吃席,198373,4.007193290148728
潍坊,198373,4.007193290148728
逗笑,198373,4.007193290148728
大口,198373,4.007193290148728
模样,198373,4.007193290148728
搂席,198373,4.007193290148728
獎項,198102,4.007115900064955
落定,198102,4.007115900064955
各大獎,198102,4.007115900064955
帝后,198102,4.007115900064955
嘉洛三太成,198102,4.007115900064955
山聰美儀,198102,4.007115900064955
項塵埃,198102,4.007115900064955
首封,198102,4.007115900064955
鄺家,197552,4.00695843247113
突變,197552,4.00695843247113
發點,197552,4.00695843247113
成觸,197552,4.00695843247113
媽咪,197552,4.00695843247113
當你有,197143,4.006840982289818
有個,197143,4.006840982289818
变大,196738,4.006724383760638
后续,196738,4.006724383760638
600%,196738,4.006724383760638
几千万,196738,4.006724383760638
泡水,196738,4.006724383760638
拜祭,196335,4.006608066312962
正经人,196082,4.006534892382124
吹笛,195940,4.0064937713041004
容顏大,195832,4.006462471461031
絕色,195832,4.006462471461031
按捺不住,195523,4.0063728012104045
辭,195523,4.0063728012104045
同款,195490,4.006363214429601
生娃,195490,4.006363214429601
迷迷,195490,4.006363214429601
寶媽,195490,4.006363214429601
猜猜,195208,4.006281209402544
说错,195208,4.006281209402544
童之家,194382,4.006040165605184
韓國兒,194382,4.006040165605184
外國嬰,194382,4.006040165605184
不運動,193806,4.005871326816193
懸殊,193806,4.005871326816193
橙隊,193806,4.005871326816193
開打,193806,4.005871326816193
空門,193806,4.005871326816193
強弱,193806,4.005871326816193
幕後隊,193806,4.005871326816193
竟想用,193648,4.005824905025704
耳朵,193648,4.005824905025704
爬进,193648,4.005824905025704
笔尖,193648,4.005824905025704
代付,193229,4.005701572213539
居屋,193229,4.005701572213539
戶買,193229,4.005701572213539
7000,193229,4.005701572213539
國際級,193229,4.005701572213539
老爺代,193229,4.005701572213539
人渣,193229,4.005701572213539
譚家,193229,4.005701572213539
綠表買,193229,4.005701572213539
律師費,193229,4.005701572213539
誅神,193057,4.005650848258197
230227,192993,4.005631959974407
殺害,192993,4.005631959974407
心面,192993,4.005631959974407
公婆,192993,4.005631959974407
遭殘忍,192993,4.005631959974407
國民大會,192993,4.005631959974407
彥,192890,4.005601545388556
葉麗儀,192671,4.005536810747129
歌后,192671,4.005536810747129
難倒,192671,4.005536810747129
坐輪,192671,4.005536810747129
鼻音,192671,4.005536810747129
抑鬱用,192671,4.005536810747129
椅孫,192671,4.005536810747129
微電影,192671,4.005536810747129
豐文員,192671,4.005536810747129
入行,192671,4.005536810747129
时隔,192619,4.005521426609259
同框,192619,4.005521426609259
发凉,192145,4.005380957301145
我條,191756,4.005265357424477
脷,191756,4.005265357424477
未有,191730,4.005257620627042
愛告,191685,4.005244226952569
