,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
??,413752,4.045400964,20276648,3.99050541,5.120296542,6.890101323,-0.25801027,1.18484812,-1.442858391
??,186173,4.003573628,20267976,3.990498665,5.031134376,6.890052008,-0.844462669,1.184693555,-2.029156223
·Ü,801438,4.074548744,20175831,3.990426767,5.185245855,6.889526538,0.16918528,1.18304658,-1.0138613
ê∏ç ,585358,4.06126198,19912976,3.990219398,5.155316739,6.888012559,-0.027669538,1.178301337,-1.205970875
Ç∑,1894898,4.10628701,19637685,3.989998528,5.259272434,6.886402583,0.656085345,1.17325521,-0.517169865
?åÍ,256096,4.021223602,19603397,3.989970748,5.068237358,6.886200275,-0.600422693,1.17262112,-1.773043813
ó—,1311944,4.093508985,19529141,3.989910378,5.229002712,6.885760774,0.456990238,1.171243598,-0.71425336
16,3702906,4.126909328,19489382,3.989877936,5.309664231,6.885524676,0.987530753,1.170503598,-0.182972846
ê∏ê_,498269,4.054059039,19454141,3.989849112,5.13932192,6.885314952,-0.132873357,1.169846263,-1.302719619
âπûŸ,357068,4.038263434,19437975,3.989835868,5.104769372,6.885218602,-0.360138183,1.169544275,-1.529682459
äDå∆ñ∫,384268,4.041850732,19431975,3.989830948,5.11255599,6.885182819,-0.308922735,1.169432121,-1.478354856
ãç?,3180201,4.122506462,19276299,3.989702652,5.298731098,6.884250007,0.915619507,1.166508421,-0.250888914
ûÈ,1970970,4.107590614,19260089,3.989689218,5.262399178,6.884152388,0.676651093,1.166202456,-0.489551362
ûÈéq,656990,4.066258702,19260089,3.989689218,5.166505701,6.884152388,0.04592438,1.166202456,-1.120278075
êá,4011132,4.129160255,19257335,3.989686935,5.315293148,6.884135794,1.02455421,1.166150445,-0.141596234
õW,1696449,4.102557735,19257335,3.989686935,5.250368177,6.884135794,0.597518766,1.166150445,-0.568631678
íZ,767331,4.072767667,19080260,3.989539241,5.181200529,6.883063173,0.142577677,1.162788545,-1.020210868
åªèÍ,4776516,4.133931812,18769320,3.989275712,5.32731729,6.881152213,1.103641419,1.156799048,-0.053157628
ñz?,2513710,4.115383835,18761721,3.989269204,5.281250716,6.881105065,0.800644601,1.156651273,-0.356006671
õﬂ„S,1030512,4.084494937,18655446,3.989177837,5.208037243,6.880443417,0.319092632,1.154577479,-0.835484848
72,210181,4.010443843,18314777,3.988880524,5.045491944,6.878293456,-0.750027658,1.147838885,-1.897866544
?,124765,3.979459698,17876911,3.988488098,4.981535916,6.875462846,-1.170690007,1.138966943,-2.30965695
ëÂîí,3862509,4.128102604,17813796,3.988430545,5.31264488,6.875048391,1.00713558,1.137667922,-0.130532342
?,1486626,4.097978036,17805000,3.988422504,5.239513345,6.874990499,0.526122543,1.137486473,-0.61136393
å˜ïv,810464,4.075004459,17768992,3.988389535,5.186282627,6.874753171,0.176004505,1.136742619,-0.960738114
ãç,1060067,4.08557724,17764600,3.988385508,5.210538518,6.874724186,0.335544434,1.136651773,-0.801107339
ï˚éÆ,760000,4.072372049,17647140,3.988277346,5.180303409,6.873946003,0.136676992,1.134212724,-0.997535732
HeadlinesTalk,3376516,4.124258408,17586450,3.988221108,5.303069479,6.873541633,0.94415464,1.132945312,-0.188790673
¸K,548565,4.05839196,17479470,3.988121384,5.148924894,6.872824989,-0.069711061,1.130699146,-1.200410206
óˆ?,1534662,4.099094178,17445276,3.988089349,5.242150874,6.872594884,0.54347054,1.12997793,-0.586507391
ÇË,1189529,4.089913844,17430336,3.988075327,5.22060413,6.872494187,0.401749671,1.129662317,-0.727912646
àÍå˚,1387743,4.095533443,17357590,3.988006839,5.233754145,6.872002477,0.488242162,1.128121155,-0.639878994
EP1,1483100,4.097894357,17056110,3.987719143,5.239315807,6.869939607,0.524823264,1.12165553,-0.596832266
èÓä¥,230347,4.015504711,17053279,3.987716411,5.056136628,6.869920041,-0.680013652,1.121594206,-1.801607858
èóóF,2667790,4.117222954,16850900,3.987519664,5.285740629,6.868511785,0.830176413,1.117180329,-0.287003916
?,2608020,4.116525497,16778673,3.987448732,5.284035997,6.868004566,0.818964421,1.115590559,-0.296626137
î—,2939196,4.120163529,16693360,3.987364457,5.292953531,6.867402266,0.877618322,1.113702778,-0.236084456
ê˙,1481931,4.09786656,16631856,3.987303368,5.239250194,6.866965896,0.524391704,1.11233507,-0.587943367
âÿà◊,666022,4.066840742,16534713,3.987206304,5.167814154,6.866272946,0.05453056,1.110163165,-1.055632605
ä‘,1184230,4.089747994,16478623,3.987149935,5.220217884,6.865870743,0.399209187,1.108902548,-0.709693361
älìæ,277746,4.025508005,16405374,3.987075961,5.077354276,6.865343168,-0.540457367,1.107248974,-1.647706341
éìX,3462368,4.124985456,16316150,3.986985296,5.30487452,6.864696929,0.956027061,1.105223478,-0.149196417
åãç•,1511136,4.098553016,15902471,3.986556706,5.240871434,6.861647686,0.535055196,1.095666277,-0.560611082
êSä·,712727,4.069702365,15875498,3.986528279,5.174263031,6.861445767,0.096947197,1.095033404,-0.998086207
êHï®,1215462,4.090712541,15867744,3.986520096,5.222465675,6.861387649,0.41399374,1.094851246,-0.680857505
äÔ‰€,980580,4.082576366,15632820,3.986269781,5.203613735,6.859611487,0.28999759,1.089284246,-0.799286656
éöñã,2914758,4.119912753,15625020,3.98626139,5.292336751,6.859551999,0.873561535,1.089097793,-0.215536258
ê¨å˜,2981080,4.120587397,15519870,3.986147756,5.293996736,6.858746766,0.884479868,1.086573963,-0.202094095
ã∂,578788,4.06076611,15519870,3.986147756,5.154210588,6.858746766,-0.034945104,1.086573963,-1.121519067
åãã«,876204,4.078144957,15490328,3.986115658,5.193446635,6.858519427,0.223124829,1.085861417,-0.862736588
TVBS,2335340,4.113072525,15359715,3.985972823,5.275630689,6.857508403,0.76367961,1.08269258,-0.319012971
?,370080,4.040020165,15331435,3.985941697,5.108578231,6.857288221,-0.33508592,1.082002467,-1.417088387
àÍïb,680597,4.067759716,15243522,3.985844478,5.169882251,6.856600812,0.068133196,1.079847928,-1.011714732
ç≈êV,2040115,4.108722698,15174046,3.985767152,5.265120591,6.856054393,0.694550829,1.078135294,-0.383584465
íºãÖ,4062168,4.129512329,15167350,3.985759676,5.316176056,6.85600158,1.030361421,1.077969765,-0.047608345
ñÖñÖ,3826490,4.127838696,15120320,3.985707053,5.311985016,6.855629906,1.002795408,1.076804831,-0.074009422
ëM,2934702,4.120117607,15051120,3.98562925,5.292840562,6.855080645,0.876875285,1.075083289,-0.198208005
åˆäJ,927328,4.080392494,15030169,3.985605606,5.198594576,6.854913788,0.256984728,1.074560313,-0.817575586
îh,2907888,4.119841787,14932490,3.985494829,5.292162267,6.85413238,0.872413892,1.072111158,-0.199697265
??,3977587,4.128925815,14920712,3.985481411,5.314705609,6.85403777,1.020689749,1.071814621,-0.051124872
äJçu,3683472,4.126759696,14850780,3.985401466,5.309291005,6.853474277,0.985075906,1.070048473,-0.084972567
åˆ,1185351,4.089783156,14843614,3.985393247,5.220299763,6.853416366,0.399747737,1.069866965,-0.670119228
ïó,1952474,4.107279447,14305460,3.984761524,5.261652155,6.84897485,0.671737649,1.055945981,-0.384208332
çã,1967916,4.107539485,14250115,3.984694879,5.262276401,6.84850741,0.675843544,1.054480891,-0.378637347
äJî†,182510,4.00242926,14161740,3.984587788,5.028752989,6.847756738,-0.860125928,1.05212807,-1.912253998
é˘,371990,4.040271604,14124534,3.984542453,5.109124064,6.847439122,-0.331495771,1.051132569,-1.38262834
îVä‘,109489,3.971086221,14124534,3.984542453,4.964584617,6.847439122,-1.28218494,1.051132569,-2.333317509
ÉJ,2587892,4.116286165,14051838,3.984453443,5.283451592,6.846815804,0.815120573,1.049178913,-0.23405834
Ç≠,377387,4.04097355,14051838,3.984453443,5.110648776,6.846815804,-0.321467182,1.049178913,-1.370646095
çUó™,1554744,4.099548072,13962336,3.984343064,5.243224916,6.84604337,0.550534908,1.046757883,-0.496222975
â_,852182,4.077032192,13955280,3.984334324,5.190904362,6.845982236,0.206403363,1.046566274,-0.840162911
éÆ,380000,4.041308962,13598150,3.983884657,5.1113778,6.842841659,-0.316672123,1.036722806,-1.353394929
ìπü],409782,4.044941441,13480976,3.983733904,5.119292693,6.841790913,-0.264612954,1.033429467,-1.298042422
èoåª,2642370,4.116928711,13400955,3.983630009,5.285021194,6.841067394,0.825444422,1.031161749,-0.205717327
?,2023604,4.108456723,13341461,3.983552262,5.264480705,6.840526304,0.690342063,1.02946582,-0.339123757
ó∑,2412644,4.114100119,13323450,3.983528641,5.278126233,6.84036196,0.780093723,1.028950717,-0.248856994
îΩÁz,1053459,4.085338518,13277424,3.983468095,5.209986447,6.839940846,0.331913262,1.027630826,-0.695717564
?,231625,4.015806857,13209248,3.983377929,5.056774015,6.839314035,-0.675821323,1.02566622,-1.701487543
ê≥èÌêl,768130,4.072810502,13149306,3.983298173,5.181297696,6.838759904,0.143216782,1.023929415,-0.880712633
îéém,970560,4.082176802,13099680,3.983231798,5.202694155,6.838298977,0.28394917,1.02248474,-0.738535569
ì{,1784352,4.10427276,13065876,3.983186406,5.254455688,6.837983876,0.624403837,1.021497122,-0.397093286
?,401897,4.044012235,13051426,3.983166958,5.117264582,6.837848901,-0.27795259,1.021074071,-1.299026661
âÃéË,86102,3.954991784,13013334,3.983115561,4.932367498,6.837492279,-1.494088799,1.019956318,-2.514045116
ñkãû,692266,4.06847811,13013163,3.98311533,5.171500847,6.837490676,0.078779298,1.019951292,-0.941171993
??,199866,4.00761732,12940605,3.983016906,5.039572239,6.8368081,-0.788963734,1.017811902,-1.806775637
ínãÖ,2050734,4.108892358,12797682,3.982821006,5.265528925,6.835450856,0.697236593,1.013557913,-0.316321321
ì‰,1641260,4.101423851,12797682,3.982821006,5.247672541,6.835450856,0.579788577,1.013557913,-0.433769336
ö£,1004217,4.083499273,12797682,3.982821006,5.205739956,6.835450856,0.303982529,1.013557913,-0.709575384
éOå¬,987956,4.082867287,12797682,3.982821006,5.204283637,6.835450856,0.294403782,1.013557913,-0.719154131
VLOG,2581447,4.116209044,12576894,3.982512955,5.283263335,6.8333202,0.81388234,1.006879828,-0.192997488
ùf,2374534,4.113598693,12559752,3.982488756,5.276907889,6.833153013,0.772080227,1.006355815,-0.234275588
èÈûÀ,2430912,4.114337021,12422410,3.982293377,5.278702254,6.83180414,0.783882425,1.002128059,-0.218245634
äÏüc,308948,4.031005958,12409608,3.982275028,5.089120012,6.831677551,-0.463069791,1.001731294,-1.464801085
íûï®,477681,4.052126593,12347344,3.982185448,5.135056912,6.831059764,-0.160925884,0.999794974,-1.160720858
è¨éû,704031,4.069187426,12310537,3.982132228,5.173100625,6.830692908,0.089301627,0.99864514,-0.909343514
â≈,1469439,4.097567815,12307320,3.982127567,5.238545231,6.830660785,0.519754899,0.998544458,-0.478789559
äØï˚,1655361,4.101717995,12295854,3.982110942,5.248371307,6.830546216,0.584384623,0.998185367,-0.413800745
è¨ï¸óF,55595,3.923249801,12288904,3.982100855,4.870124567,6.830476713,-1.903483471,0.997967524,-2.901450995
çKïü,796086,4.07427552,12254827,3.982051297,5.184624597,6.830135283,0.165099036,0.996897386,-0.83179835
Èõ,796956,4.074320089,12090175,3.981809398,5.18472592,6.828470344,0.165765473,0.991678988,-0.825913515
·¢,2114921,4.109895275,12048556,3.981747602,5.267945358,6.828045445,0.713130364,0.990347234,-0.27721687
õ{ê∂,355693,4.038073184,11981160,3.981646967,5.104357377,6.827353857,-0.362848029,0.9881796,-1.35102763
óõçéã≠,1751505,4.103644366,11978210,3.981642546,5.252956553,6.827323485,0.61454347,0.988084406,-0.373540936
ée,2212458,4.111349414,11871387,3.981481534,5.271457007,6.826217964,0.73622777,0.984619387,-0.248391617
??,240688,4.017892078,11831982,3.981421683,5.061178697,6.825807321,-0.64685011,0.983332313,-1.630182424
õ_õ_,1008160,4.083650616,11829264,3.981417546,5.206088916,6.82577894,0.306277766,0.983243358,-0.676965592
Â¡,91245,3.95896137,11628441,3.981108525,4.940270429,6.823661337,-1.442108306,0.976606185,-2.418714491
ãI?,720308,4.070144986,11554401,3.980992912,5.175262878,6.82287018,0.103523561,0.974126473,-0.870602912
ùS,590976,4.061680575,11554401,3.980992912,5.1562511,6.82287018,-0.021523902,0.974126473,-0.995650375
ïÒ,2096451,4.109610577,11189034,3.980408549,5.267258947,6.818880424,0.708615584,0.961621436,-0.253005852
êVï∑ë‰,2802380,4.11872517,11098671,3.980260348,5.289420118,6.817870974,0.854377766,0.958457528,-0.104079763
êS?,1490540,4.098070638,11076588,3.980223901,5.239731976,6.817622872,0.527560559,0.957679908,-0.430119349
ét,2559134,4.115940199,11001980,3.980100092,5.282607288,6.81678051,0.809567274,0.955039702,-0.145472429
â§ãB,1816945,4.104882326,10960054,3.980030058,5.255911519,6.81630431,0.633979371,0.953547155,-0.319567784
è¨õw,169207,3.998021467,10888230,3.979909301,5.019607037,6.815483729,-0.920282224,0.950975219,-1.871257443
ê∂ñΩ,188458,4.004273496,10875774,3.979888257,5.032592187,6.815340799,-0.834874112,0.950527236,-1.785401348
·Üã∂,1068584,4.085882229,10863909,3.979868185,5.211244142,6.815204479,0.340185585,0.95009997,-0.609914384
êg?,1757770,4.103765339,10815030,3.979785204,5.253245024,6.814641118,0.616440848,0.948334236,-0.331893388
ìÆï®,955362,4.081560927,10782930,3.979730454,5.201277861,6.81426958,0.274633682,0.947169731,-0.67253605
?,1313526,4.093552702,10687770,3.979566946,5.229105147,6.813160785,0.457663988,0.94369445,-0.486030462
é©óR,1778724,4.10416611,10602760,3.979419337,5.25420114,6.812160795,0.622729577,0.940560194,-0.317830617
å¥ò“,2976870,4.120545125,10593045,3.979402374,5.293892658,6.81204594,0.883795311,0.940200205,-0.056404894
?,1512240,4.098578644,10452743,3.979155216,5.240931996,6.810373846,0.535453534,0.934959384,-0.39950585
ì˙?,520628,4.056049013,10414554,3.979087225,5.143725333,6.809914329,-0.103910485,0.933519125,-1.03742961
àÍêl,1462500,4.097400511,10408552,3.979076511,5.238150592,6.809841935,0.517159213,0.933292224,-0.416133011
çB,659895,4.066446979,10233666,3.978760899,5.166928838,6.807711614,0.048707511,0.926615186,-0.877907675
È∞ëÂ?,91473,3.959130917,10233666,3.978760899,4.940608593,6.807711614,-1.439884081,0.926615186,-2.366499268
ëÂñÉ,349027,4.037137801,10110732,3.978534991,5.102333144,6.806189392,-0.376162152,0.921844107,-1.29800626
àŸ,1335792,4.094161186,10109400,3.978532525,5.230531677,6.806172784,0.467046805,0.921792054,-0.454745249
è¨S,1486833,4.097982941,9956488,3.978246655,5.239524925,6.804249664,0.526198706,0.915764445,-0.389565739
åÉóÛ,214265,4.011515964,9917340,3.978172586,5.047742061,6.803751952,-0.735227812,0.914204473,-1.649432285
äÎã@,1543496,4.099294743,9785323,3.977920096,5.242625363,6.80205705,0.546591432,0.908892166,-0.362300734
?,560532,4.059350908,9757580,3.977866496,5.151057788,6.80169759,-0.055682228,0.907765515,-0.963447743
ÊÏ,683998,4.067970658,9669825,3.977695692,5.170357347,6.800552929,0.07125808,0.904177819,-0.832919739
ãéê¢,225102,4.014242633,9582568,3.97752393,5.053476531,6.799403082,-0.697510092,0.900573869,-1.59808396
òVî¬,906798,4.079508783,9562376,3.977483905,5.196568347,6.799135314,0.243657475,0.899734607,-0.656077133
ä¥é”,2412644,4.114100119,9555380,3.977470013,5.278126233,6.79904239,0.780093723,0.899443359,-0.119349636
êÖ,1313526,4.093552702,9507681,3.977374956,5.229105147,6.798406782,0.457663988,0.897451179,-0.439787191
è¡é∏,1738785,4.103397098,9466956,3.977293326,5.252367115,6.79786125,0.610666524,0.895741327,-0.285074803
óLÍy,1130966,4.088028258,9416356,3.97719129,5.216218911,6.797179737,0.372906469,0.89360527,-0.520698801
é–ò,676828,4.067524422,9413040,3.977184579,5.169352478,6.797134931,0.064648685,0.893464835,-0.82881615
êßçŸ,1147615,4.088576376,9405972,3.977170265,5.217492266,6.797039368,0.381281795,0.893165313,-0.511883518
??,247760,4.019452952,9338572,3.977033096,5.064482501,6.796123993,-0.625119772,0.890296266,-1.515416037
âıë¨,2145236,4.110355959,9321485,3.976998125,5.269056844,6.795890746,0.720441012,0.889565202,-0.16912419
?,434501,4.047717084,9321485,3.976998125,5.125365167,6.795890746,-0.22467206,0.889565202,-1.114237262
çÿ,1924408,4.106800257,9311922,3.976978518,5.260502588,6.795759995,0.664176522,0.88915539,-0.224978868
àÍèµ,305843,4.03049023,9249597,3.976850116,5.088013112,6.794904121,-0.47035028,0.886472837,-1.356823117
çÇãÛ,419285,4.046032395,9198861,3.97674479,5.121676887,6.794202573,-0.248931231,0.884273986,-1.133205217
çãñÂ,373550,4.040475788,9068255,3.976470294,5.109567439,6.792376355,-0.328579534,0.878550097,-1.207129631
?ûŸöü,570556,4.060134895,8938846,3.976193408,5.152803607,6.790537364,-0.044199333,0.872786171,-0.916985505
â√,1967916,4.107539485,8902500,3.976114741,5.262276401,6.790015454,0.675843544,0.871150357,-0.195306813
ä¥ÊS,607031,4.062850232,8902500,3.976114741,5.158864803,6.790015454,-0.004332618,0.871150357,-0.875482975
éj,649029,4.065737421,8901306,3.97611215,5.165334755,6.789998268,0.038222637,0.871096491,-0.832873854
?,565483,4.059740277,8884496,3.976075626,5.151924618,6.789756035,-0.049980767,0.870337262,-0.92031803
äØ,559192,4.059244794,8884496,3.976075626,5.150821631,6.789756035,-0.057235522,0.870337262,-0.927572784
?,386445,4.04212422,8884496,3.976075626,5.113151048,6.789756035,-0.305008815,0.870337262,-1.175346077
ñ|Ê°,1201366,4.090281047,8880339,3.97606658,5.22145968,6.789696053,0.407376936,0.87014926,-0.462772324
àÍéÌ,595980,4.062049302,8833782,3.97596491,5.157074598,6.789022097,-0.016107457,0.86803689,-0.884144347
çú,591432,4.061714335,8833782,3.97596491,5.156326482,6.789022097,-0.021028089,0.86803689,-0.889064979
êgè„,310168,4.031206845,8833782,3.97596491,5.089551357,6.789022097,-0.460232672,0.86803689,-1.328269562
‡®,545304,4.058126159,8773973,3.975833316,5.14833419,6.7881504,-0.073596338,0.865304744,-0.938901082
îbË”ézíR,213276,4.011258664,8766204,3.97581614,5.047201814,6.788036678,-0.738781213,0.864948305,-1.603729518
?,804700,4.074714168,8739735,3.975757479,5.185622121,6.78764837,0.171660117,0.863731236,-0.692071119
ëÂöF,770218,4.072922184,8739735,3.975757479,5.181551061,6.78764837,0.144883255,0.863731236,-0.718847981
ò©ãq,805046,4.074731665,8710584,3.975692618,5.185661926,6.787219177,0.171921931,0.862386024,-0.690464093
Toyz,995262,4.083152814,8673120,3.975608862,5.204941414,6.786665206,0.298730218,0.860649719,-0.561919501
ïvêl,420446,4.046163583,8652024,3.9755615,5.121963812,6.786352075,-0.247044024,0.859668276,-1.1067123
??,73102,3.943495848,8624010,3.975498384,4.909633951,6.785934924,-1.643615708,0.858360807,-2.501976515
íiéq,1634300,4.101277513,8602288,3.975449268,5.247325037,6.785610412,0.577502917,0.857343694,-0.279840778
ãá,1280990,4.092640264,8559040,3.975351017,5.226968733,6.784961555,0.443612012,0.855309991,-0.411697979
èY,1846676,4.105426699,8541185,3.975310273,5.257212999,6.784692594,0.642539685,0.854466989,-0.211927304
å§ãÜ,169504,3.998124496,8541185,3.975310273,5.019820341,6.784692594,-0.918879247,0.854466989,-1.773346236
‡’â∆,2401752,4.113957814,8539352,3.975306084,5.277780345,6.784664947,0.777818694,0.854380334,-0.076561639
óõùÌ,362742,4.039039039,8528055,3.975280243,5.106449987,6.784494403,-0.349084164,0.853845802,-1.202929967
òq,1691120,4.102450249,8495763,3.975206142,5.250112414,6.784005503,0.595836519,0.85231345,-0.256476931
éOìV,164901,3.996502142,8495136,3.9752047,5.016464149,6.78399599,-0.940954156,0.852283632,-1.793237788
â^,1254921,4.091888276,8373168,3.974921592,5.225210427,6.78213014,0.432046984,0.846435524,-0.41438854
‚i,1067116,4.085829876,8373168,3.974921592,5.211122992,6.78213014,0.339388738,0.846435524,-0.507046786
ÊŒ,923338,4.080222649,8373168,3.974921592,5.198204931,6.78213014,0.25442189,0.846435524,-0.592013634
â·,637712,4.064982639,8337489,3.974837802,5.163640821,6.781578524,0.02708101,0.844706602,-0.817625592
êlå˚,317535,4.032399515,8306790,3.974765348,5.092114378,6.781101765,-0.443374744,0.843212304,-1.286587048
ì∂îN,979626,4.082538542,8299854,3.974748932,5.203526659,6.780993773,0.289424857,0.842873826,-0.553448968
åˆéi,1600674,4.100559499,8280732,3.974703586,5.245621283,6.780695519,0.5662967,0.841939012,-0.275642312
??,518248,4.055842257,8275274,3.974690618,5.143267279,6.780610246,-0.106923275,0.841671741,-0.948595017
ëvêm,892815,4.078892613,8255780,3.974644217,5.19515717,6.780305162,0.234375643,0.840715519,-0.606339877
ò™,851534,4.07700164,8221864,3.97456316,5.190834621,6.779772428,0.20594465,0.83904578,-0.63310113
öFöF,620336,4.063790951,8221864,3.97456316,5.160970007,6.779772428,0.009514084,0.83904578,-0.829531696
ò±èF,1429029,4.096579498,8197236,3.97450404,5.236215607,6.779384029,0.504432104,0.837828425,-0.333396321
îbêº,1173385,4.089405688,8188048,3.974481927,5.219421017,6.779238791,0.393967905,0.837373207,-0.443405302
îöóø,399591,4.043736221,8175618,3.974451962,5.116662603,6.779042012,-0.281912024,0.836756447,-1.118668472
à∑ïv,231625,4.015806857,8077869,3.974214323,5.056774015,6.77748269,-0.675821323,0.831869087,-1.507690409
åxé@,777642,4.073316266,8069360,3.974193467,5.18244542,6.777345946,0.150765783,0.83144049,-0.680674707
‰Ô,1477272,4.097755505,8041411,3.97412477,5.238988091,6.776895642,0.522667756,0.830029108,-0.307361352
??,406814,4.044594291,7887988,3.973742288,5.118534714,6.774391874,-0.269598461,0.822181583,-1.091780044
å∆ñ∫,384268,4.041850732,7772790,3.973448951,5.11255599,6.772475518,-0.308922735,0.816175174,-1.125097909
‡B,83385,3.952774489,7759935,3.973415882,4.927965139,6.772259685,-1.523044734,0.815498692,-2.338543426
ïN,639174,4.065081074,7691840,3.973239561,5.163861632,6.771109614,0.028533369,0.81189404,-0.783360671
éw,796956,4.074320089,7632330,3.973083869,5.18472592,6.770095089,0.165765473,0.808714229,-0.642948756
ê¿ê¢,1729745,4.103220004,7617363,3.973044473,5.251945119,6.769838527,0.607890895,0.80791009,-0.200019195
îjàƒ,81254,3.950972009,7604002,3.973009223,4.924392644,6.769609014,-1.54654235,0.80719073,-2.35373308
?,280950,4.02610695,7584592,3.972957877,5.078632372,6.76927478,-0.532050861,0.806143145,-1.338194006
ê≠é°,2341404,4.113154643,7544688,3.9728518,5.275829934,6.768584603,0.76499012,0.803979935,-0.038989815
‚ã,1214062,4.090669963,7471933,3.972656583,5.222366375,6.767315572,0.413340609,0.800002429,-0.38666182
ïvç»,218232,4.012533469,7466375,3.972641572,5.04987998,6.767218054,-0.721165928,0.799696778,-1.520862706
?,594127,4.061913208,7450861,3.972599599,5.156770604,6.766945418,-0.018106935,0.798842259,-0.816949194
îΩ?,91473,3.959130917,7443360,3.972579266,4.940608593,6.766813369,-1.439884081,0.798428379,-2.23831246
ç`êl,930865,4.080542303,7391072,3.972436816,5.198938339,6.765888689,0.259245787,0.795530167,-0.53628438
ëä?,360286,4.03870517,7384392,3.972418526,5.105726348,6.765770026,-0.353843799,0.795158243,-1.149002042
ê∫âπ,1160498,4.088993812,7381500,3.972410602,5.218462783,6.765718615,0.387665241,0.794997107,-0.407331865
ôZéq,2194260,4.111084189,7365137,3.972365693,5.270815792,6.765427302,0.732010264,0.794084049,-0.062073785
çÇãâ,44818,3.906370261,7352975,3.972332233,4.837667279,6.765210307,-2.116967007,0.793403924,-2.910370931
ôXéq,247808,4.019463358,7315864,3.972229705,5.064504545,6.764545658,-0.62497478,0.791320725,-1.416295505
â⁄,979732,4.082542747,7313144,3.972222165,5.203536339,6.764496794,0.289488527,0.79116757,-0.501679044
ùD‡•,1776345,4.104120903,7305170,3.97220004,5.254093255,6.764353425,0.622019982,0.790718211,-0.168698229
â»ãZ,1984851,4.107821781,7289308,3.972155939,5.262954419,6.764067707,0.680303116,0.789822689,-0.109519574
âzìÏ,307252,4.030725057,7280328,3.972130919,5.088517034,6.763905642,-0.467035797,0.78931473,-1.256350527
ã¡êl,1947087,4.107188134,7199872,3.971905023,5.261433018,6.762443481,0.670296306,0.784731899,-0.114435593
„`ìù,950358,4.081355495,7167867,3.971814286,5.200805738,6.761856707,0.271528355,0.78289278,-0.511364425
èIã…,337731,4.035501217,7128508,3.971702005,5.098797015,6.761131039,-0.39942058,0.780618329,-1.180038909
??,69616,3.939977311,7084280,3.971574908,4.902720316,6.760310186,-1.68908923,0.778045542,-2.467134772
EP2,316180,4.032182731,7080440,3.971563826,5.091648242,6.760238645,-0.446440687,0.777821311,-1.224261998
ëPó«,1970832,4.107588306,7051682,3.971480597,5.262393635,6.759701471,0.676614635,0.776137654,-0.09952302
î¸å≥,1713120,4.102891315,7005072,3.971344798,5.251162239,6.758825566,0.602741605,0.773392317,-0.170650713
òaïΩ,796376,4.074290383,7004459,3.971343005,5.184658386,6.758814002,0.165321277,0.773356074,-0.608034797
àÍê∂,268632,4.023756488,6930584,3.971125422,5.073621759,6.757412028,-0.565007509,0.768961885,-1.333969394
â»äw??,471502,4.051526454,6923088,3.971103183,5.13373458,6.75726883,-0.169623345,0.768513061,-0.938136407
ãG,702306,4.069084345,6883515,3.970985277,5.172868037,6.756509945,0.087771808,0.766134499,-0.678362691
äÖ,463664,4.050751052,6833151,3.970833992,5.132027616,6.755536972,-0.180850677,0.763084923,-0.9439356
íº?,1411620,4.096143021,6822528,3.970801905,5.235188007,6.755330715,0.497673201,0.762438453,-0.264765252
?,320658,4.032894836,6819192,3.970791815,5.093179881,6.755265868,-0.436366534,0.762235204,-1.198601738
âÒâØ,1469439,4.097567815,6803784,3.970745135,5.238545231,6.754965894,0.519754899,0.761295,-0.241540101
î_ë∫,324641,4.033517977,6799949,3.970733496,5.094521242,6.754891112,-0.427543912,0.761060613,-1.188604525
íÜìå,369288,4.039915433,6761222,3.970615502,5.108350924,6.754133267,-0.336581001,0.758685308,-1.09526631
??,1650892,4.101625109,6755992,3.970599503,5.248150608,6.754030546,0.582933003,0.758363352,-0.175430349
èIâó,607031,4.062850232,6738885,3.970547062,5.158864803,6.753693925,-0.004332618,0.757308286,-0.761640904
ïˆí◊,452458,4.049613877,6733881,3.97053169,5.129527366,6.753595277,-0.19729574,0.756999095,-0.954294835
ê[?,231992,4.015893243,6728148,3.970514063,5.056956288,6.753482156,-0.674622443,0.756644541,-1.431266985
?,1319790,4.093725165,6587840,3.970076713,5.229509322,6.750679251,0.4603224,0.747859434,-0.287537034
àÍñã,465957,4.050979561,6579860,3.970051491,5.132530475,6.750517816,-0.17754319,0.747353451,-0.924896641
úÔêlïÔ,589005,4.061534278,6574653,3.970035012,5.155924485,6.750412359,-0.02367217,0.74702292,-0.77069509
ìÅ,363389,4.039126528,6566070,3.970007814,5.106639662,6.750238324,-0.347836602,0.746477442,-1.094314044
ïSîN,263970,4.02283192,6562682,3.969997066,5.071654512,6.750169555,-0.577946814,0.746261902,-1.324208715
ã ,568355,4.059964218,6545895,3.969943708,5.152423377,6.749828226,-0.046700251,0.745192078,-0.791892329
èﬂ,258306,4.021681114,6542897,3.969934161,5.069208786,6.749767164,-0.594033257,0.745000692,-1.339033949
éÅ,1609400,4.100747603,6524436,3.969875252,5.246067423,6.74939046,0.569231128,0.743819995,-0.174588867
äŸí∑,483350,4.052668822,6516992,3.969851439,5.136252543,6.749238222,-0.15306178,0.743342838,-0.896404618
ãLé“,1058376,4.085516326,6505746,3.9698154,5.210397628,6.749007856,0.334617747,0.742620806,-0.408003059
