,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
üÜä≈,1387743,4.095533443,6477325,3.969723973,5.233754145,6.748423666,0.488242162,0.740789784,-0.252547622
·cîN,796257,4.074284285,6477325,3.969723973,5.184644523,6.748423666,0.165230093,0.740789784,-0.575559691
èIåã,305947,4.030507608,6371352,3.969378611,5.0880504,6.746219618,-0.470105021,0.733881669,-1.203986691
éËã@,1433608,4.096693212,6359505,3.969339558,5.236483449,6.745970654,0.506193803,0.733101344,-0.226907541
ïº,369288,4.039915433,6359505,3.969339558,5.108350924,6.745970654,-0.336581001,0.733101344,-1.069682346
ñ@ö†,595786,4.062035078,6340985,3.969278324,5.157042823,6.745580407,-0.01631645,0.731878197,-0.748194647
ëS?,220293,4.013053122,6338454,3.969269939,5.05097276,6.745526974,-0.713978315,0.731710725,-1.44568904
ó´õèåÜ,1967916,4.107539485,6270648,3.969043719,5.262276401,6.744086482,0.675843544,0.727195811,-0.051352266
ë\„S,112359,3.972765623,6262044,3.969014796,4.967973718,6.74390244,-1.259893578,0.72661897,-1.986512548
òT,1021448,4.084155308,6253128,3.968984772,5.207253216,6.743711423,0.313935791,0.726020268,-0.412084477
à”ëzïsìû,821390,4.075547786,6237935,3.968933487,5.187519638,6.743385218,0.184140785,0.724997848,-0.540857063
é‰,1188254,4.089874022,6207200,3.968829261,5.22051138,6.742722565,0.401139618,0.722920902,-0.321781284
„SìT,1938592,4.107043501,6129918,3.96856432,5.261086001,6.741039854,0.668013842,0.717646806,-0.049632965
˚πéáä˚,1322562,4.093801163,6087700,3.968417822,5.229687463,6.740110473,0.461494096,0.71473386,-0.253239764
èoéñ,190846,4.004993796,6078632,3.96838619,5.034093682,6.739909903,-0.824998226,0.714105214,-1.53910344
Êö,1729745,4.103220004,6071178,3.968360145,5.251945119,6.739744778,0.607890895,0.713587667,-0.105696772
Êöùü,428530,4.047064804,6071178,3.968360145,5.123936192,6.739744778,-0.234070955,0.713587667,-0.947658622
??,69616,3.939977311,6021638,3.968186024,4.902720316,6.738641501,-1.68908923,0.71012968,-2.39921891
È†,907275,4.079529595,5990120,3.968074314,5.196616034,6.737934237,0.243971133,0.707912912,-0.463941779
Áj,362910,4.039061775,5990120,3.968074314,5.106499276,6.737934237,-0.348759971,0.707912912,-1.056672883
‡u,1041099,4.084886992,5956223,3.967953352,5.208942814,6.737168886,0.325048901,0.705514083,-0.380465183
ëzëú,498269,4.054059039,5934204,3.967874315,5.13932192,6.736669087,-0.132873357,0.703947571,-0.836820927
Ë™ÂU,448252,4.049178041,5934204,3.967874315,5.128570093,6.736669087,-0.20359208,0.703947571,-0.907539651
„ã„î,348424,4.037052099,5913369,3.967799192,5.102147797,6.736194233,-0.377381251,0.702459241,-1.079840493
äO,1126852,4.08789128,5912565,3.967796286,5.215900866,6.736175871,0.370814575,0.70240169,-0.331587115
üÜ,910643,4.079676161,5889188,3.967711588,5.19695191,6.735640746,0.246180311,0.700724456,-0.454544145
ñ°,878636,4.07825551,5889188,3.967711588,5.193699443,6.735640746,0.224787638,0.700724456,-0.475936818
éÌ,611780,4.063188905,5889188,3.967711588,5.159622389,6.735640746,0.000650307,0.700724456,-0.700074149
í¥ã≠,1924408,4.106800257,5857112,3.967594689,5.260502588,6.734902579,0.664176522,0.698410828,-0.034234305
óßêV,1401190,4.095878323,5791912,3.967354592,5.234565197,6.733387965,0.49357675,0.693663596,-0.200086846
ìdòb,1349598,4.094532217,5790132,3.96734799,5.231402235,6.733346346,0.472772784,0.693533149,-0.220760365
ÊV,683578,4.067944678,5724078,3.967101192,5.170298827,6.731791605,0.070873168,0.688660145,-0.617786977
çπàÏ,940428,4.080943846,5682660,3.966944623,5.199860142,6.730806369,0.265308825,0.685572133,-0.420263307
ç`,738636,4.07119171,5625156,3.966724871,5.177629903,6.729424967,0.119092354,0.681242425,-0.562150071
éûä‘,568355,4.059964218,5625156,3.966724871,5.152423377,6.729424967,-0.046700251,0.681242425,-0.727942676
Ê‚,1412484,4.09616484,5614284,3.966683009,5.235239357,6.729162001,0.498010947,0.680418215,-0.182407268
òÙèo,1627256,4.101128623,5608026,3.966658867,5.246971564,6.729010376,0.575177997,0.679942977,-0.10476498
è¡ëß,1032894,4.084583579,5590438,3.966590836,5.208241941,6.72858321,0.320438999,0.678604117,-0.358165118
óØâ∫,322394,4.033167602,5574888,3.966530466,5.09376691,6.728204277,-0.432505431,0.677416432,-1.109921863
õîï˚,777642,4.073316266,5573841,3.966526393,5.18244542,6.72817872,0.150765783,0.677336329,-0.526570547
åû,157651,3.993829946,5560872,3.96647587,5.010948233,6.727861702,-0.977234368,0.676342704,-1.653577072
êºï˚,250179,4.019974266,5537664,3.966385092,5.065587224,6.727292311,-0.617853603,0.674558069,-1.292411673
??,91245,3.95896137,5516022,3.966300011,4.940270429,6.726758909,-1.442108306,0.672886235,-2.114994541
ç–ìÔ,111565,3.972306356,5399904,3.9658363,4.967046372,6.723856079,-1.26599307,0.663787934,-1.929781004
ïÉêe,177531,4.000827433,5399368,3.965834131,5.025424433,6.723842516,-0.882019069,0.663745426,-1.545764495
milet,1189529,4.089913844,5352644,3.965643997,5.22060413,6.722654396,0.401749671,0.660021517,-0.258271846
îzâπ,38973,3.894957243,5346381,3.965618353,4.815955166,6.722494249,-2.259775568,0.659519569,-2.919295137
âpö†,1482870,4.09788889,5340140,3.965592763,5.239302903,6.722334453,0.524738387,0.659018723,-0.134280337
îkîk,600202,4.062357444,5340140,3.965592763,5.157763109,6.722334453,-0.011578864,0.659018723,-0.670597587
ëSê•,594127,4.061913208,5333125,3.965563954,5.156770604,6.722154588,-0.018106935,0.658454974,-0.67656191
ó¥ñPîz,692266,4.06847811,5307804,3.965459573,5.171500847,6.721503127,0.078779298,0.65641311,-0.577633812
î…íÜ,673695,4.067327597,5282676,3.965355373,5.168909457,6.720853156,0.061734769,0.654375914,-0.592641145
å¥„ﬂ,673695,4.067327597,5282676,3.965355373,5.168909457,6.720853156,0.061734769,0.654375914,-0.592641145
ì˙åÍ,673695,4.067327597,5282676,3.965355373,5.168909457,6.720853156,0.061734769,0.654375914,-0.592641145
àÍñº,738090,4.071160993,5264256,3.965278595,5.177560389,6.720374476,0.118635138,0.652875596,-0.534240458
öF,890189,4.078775567,5243841,3.96519311,5.194889255,6.71984174,0.232613469,0.651205848,-0.418592379
·c?,482466,4.052584788,5243841,3.96519311,5.136067188,6.71984174,-0.154280922,0.651205848,-0.80548677
äI,120344,3.97717238,5156616,3.964823137,4.976892137,6.717538913,-1.201233851,0.643988128,-1.845221979
îÒèF,279002,4.02574381,5142802,3.964763828,5.077857357,6.71717018,-0.53714842,0.642832413,-1.179980833
ê≠ï{,1076202,4.086152492,5141612,3.96475871,5.211869709,6.717138363,0.344300171,0.642732691,-0.29843252
??,747738,4.071699678,5138665,3.964746028,5.178779901,6.717059535,0.126656318,0.642485619,-0.515829302
í¥ó±ï˚,772485,4.073043017,5124097,3.964683203,5.181825234,6.716669108,0.146686591,0.64126191,-0.494575319
ñY,985416,4.082767409,5119905,3.964665084,5.204053615,6.716556529,0.292890842,0.640909055,-0.348018213
ïë,943747,4.08108203,5116833,3.964651794,5.200177498,6.716473962,0.26739619,0.640650267,-0.373254077
àÛìx,952605,4.081447907,5093004,3.964548366,5.201018101,6.7158316,0.272925144,0.63863692,-0.365711775
ì¶,485898,4.052909981,5088220,3.964527529,5.136784578,6.715702228,-0.149562389,0.638231431,-0.78779382
ïÅãû,259863,4.022000548,5076013,3.964474249,5.069887335,6.715371496,-0.589570185,0.637194822,-1.226765007
éÒïx,989248,4.082917969,5030032,3.964272113,5.204400374,6.714117596,0.295171604,0.633264742,-0.338093138
??,477681,4.052126593,5027518,3.964260995,5.135056912,6.714048667,-0.160925884,0.633048698,-0.793974582
¸Kêl,475752,4.051940272,5012545,3.964194633,5.134646266,6.713637328,-0.163626854,0.631759444,-0.795386298
ëÂùD,170330,3.998409865,5001672,3.964146288,5.020411268,6.713337754,-0.9149925,0.630820495,-1.545812995
?è€,604838,4.062692732,4922928,3.963792208,5.158512609,6.711146021,-0.006649124,0.623950976,-0.6306001
êVñ∫,396746,4.043392967,4893068,3.963656089,5.11591427,6.710304543,-0.286834086,0.621313542,-0.908147628
ú¶,312161,4.031532925,4893068,3.963656089,5.090251736,6.710304543,-0.455626027,0.621313542,-1.076939569
ö^,1011978,4.083796465,4884908,3.963618711,5.206425289,6.71007358,0.30849021,0.620589636,-0.312099426
‡ﬁóû,420006,4.046113917,4845910,3.963438993,5.121855182,6.708963721,-0.247758523,0.617111022,-0.864869545
ínçñ,383512,4.04175531,4809915,3.963271506,5.112348418,6.707930345,-0.310288009,0.613872125,-0.924160134
ñÇ,1279567,4.092599706,4792224,3.963188615,5.226873843,6.707419253,0.442987886,0.612270216,-0.16928233
çDëú,485666,4.052888087,4786776,3.963163012,5.136736271,6.707261431,-0.149880122,0.611775559,-0.76165568
ç›â∆,257750,4.021566468,4758908,3.963031473,5.068965312,6.706450949,-0.595634671,0.609235277,-1.204869948
ÂJéÅ,1594072,4.100416337,4755954,3.963017474,5.245281835,6.706364725,0.564064025,0.608965024,-0.044900998
åªêg,81254,3.950972009,4740370,3.962943439,4.924392644,6.705908839,-1.54654235,0.607536147,-2.154078497
òÌ,238106,4.01730802,4725100,3.962870602,5.059943939,6.705460496,-0.654971563,0.60613091,-1.261102473
ì[ñ®,198862,4.007332605,4713395,3.96281457,5.038976944,6.705115716,-0.792879213,0.605050272,-1.397929485
ïiñ°,78655,3.948692966,4708178,3.962789541,4.919883571,6.704961734,-1.576200181,0.604567648,-2.180767829
ïΩçs,71011,3.941410912,4708178,3.962789541,4.90553476,6.704961734,-1.670577593,0.604567648,-2.275145241
îwç@,192145,4.005380957,4690520,3.962704566,5.034901209,6.704439118,-0.81968682,0.602929619,-1.42261644
ívåh,38973,3.894957243,4690520,3.962704566,4.815955166,6.704439118,-2.259775568,0.602929619,-2.862705188
?ñü,243334,4.018482638,4689846,3.962701315,5.062428016,6.704419125,-0.638632874,0.602866958,-1.241499832
ê¢ãI,105845,3.968873816,4687630,3.962690621,4.960127947,6.704353372,-1.311498102,0.602660868,-1.914158971
ãÁãÁ,235717,4.016760607,4635153,3.962435519,5.058787384,6.702785937,-0.662578654,0.597748078,-1.260326732
?ì™ëÈ,477681,4.052126593,4630254,3.96241152,5.135056912,6.702638588,-0.160925884,0.597286243,-0.758212127
âÒú‰,797036,4.074324184,4599287,3.962259086,5.184735231,6.701703091,0.165826712,0.594354129,-0.428527417
òVêl,1509812,4.098522252,4596685,3.962246219,5.240798735,6.701624163,0.534577027,0.594106745,-0.059529718
àÍît,958635,4.081694579,4593490,3.962230408,5.201585096,6.701527177,0.276654483,0.593802764,-0.317148281
·ó,230533,4.015548814,4572415,3.962125768,5.056229651,6.700885524,-0.679401804,0.59179164,-1.271193444
ùv,556614,4.059039756,4546128,3.961994405,5.150365416,6.700080493,-0.060236212,0.589268441,-0.649504653
Ë™å`,208807,4.010077345,4529315,3.961909888,5.044723353,6.69956284,-0.755082964,0.58764597,-1.342728935
ó£ç•,995412,4.083158649,4495456,3.961738491,5.204954859,6.69851375,0.298818653,0.584357822,-0.285539169
â‰ëz,279574,4.025850764,4487705,3.961699028,5.078085586,6.698272338,-0.535647275,0.583601168,-1.119248443
è™ñÈ,54828,3.922187204,4468830,3.961602573,4.86806874,6.697682486,-1.917005405,0.581752402,-2.498757806
äjú[,851534,4.07700164,4459428,3.961554337,5.190834621,6.697387619,0.20594465,0.580828205,-0.374883555
äOå,1257288,4.091957348,4458600,3.961550083,5.225371841,6.697361618,0.433108663,0.580746709,-0.147638047
ïv,883077,4.078456415,4442248,3.961465869,5.194158973,6.696847002,0.227810133,0.579133755,-0.351323621
ô˙,622320,4.063929092,4402200,3.961257975,5.16127938,6.695577563,0.011548944,0.575154972,-0.563606028
ç◊êﬂ,451356,4.04950017,4366320,3.961069706,5.129277568,6.694429125,-0.198938754,0.571555437,-0.770494191
ïsëz,1505627,4.098424789,4357728,3.961024336,5.240568449,6.694152534,0.533062348,0.570688521,-0.037626172
óï,205271,4.009120294,4357692,3.961024146,5.042717738,6.694151373,-0.768274632,0.570684884,-1.338959516
?ç•,581300,4.06095652,4349624,3.96098144,5.154635252,6.693891087,-0.03215193,0.569869073,-0.602021003
?ÂU,301908,4.029827271,4349624,3.96098144,5.086591203,6.693891087,-0.479702695,0.569869073,-1.049571768
?çì,818826,4.075421088,4336630,3.960912453,5.187231092,6.693470733,0.182242914,0.568551563,-0.38630865
ë≈çH,450622,4.049424244,4326012,3.960855888,5.129110789,6.693126186,-0.20003572,0.567471654,-0.767507374
îºñÈ,358402,4.038447147,4313172,3.960787255,5.105167305,6.69270826,-0.357520833,0.566161752,-0.923682585
ï€,553279,4.058772763,4300320,3.960718302,5.149771543,6.692288534,-0.064142337,0.564846212,-0.628988549
åˆé∫,600683,4.06239238,4275108,3.960582287,5.157841188,6.691461024,-0.011065311,0.562252558,-0.573317869
å›ìÆ,409782,4.044941441,4266500,3.960535619,5.119292693,6.691177229,-0.264612954,0.561363066,-0.82597602
ì‰ö£,128140,3.981139473,4265894,3.960532329,4.98495272,6.691157226,-1.148216429,0.561300369,-1.709516798
Èß,339262,4.035726963,4250280,3.960447362,5.099284361,6.690640718,-0.396215126,0.559681485,-0.95589661
é©ëR,300574,4.029600096,4248264,3.960436364,5.086104214,6.690573873,-0.482905801,0.559471973,-1.042377774
é∏îs,558004,4.059150453,4246858,3.960428689,5.150611705,6.690527233,-0.058616283,0.559325789,-0.617942073
Â_â ,476212,4.051984788,4246858,3.960428689,5.134744368,6.690527233,-0.162981598,0.559325789,-0.722307388
ô÷íJ,630543,4.064495891,4225636,3.960312463,5.162549381,6.689821126,0.019902213,0.557112651,-0.537210438
éÂêl,271079,4.02423388,4202310,3.960183871,5.074638344,6.689040384,-0.55832105,0.554665581,-1.112986631
ïsú¡,218232,4.012533469,4186584,3.960096673,5.04987998,6.688511256,-0.721165928,0.553007141,-1.274173069
Áè,220714,4.013158532,4186539,3.960096423,5.051194504,6.688509739,-0.71251982,0.553002386,-1.265522205
íqè§,941468,4.08098721,4164840,3.959975432,5.199959726,6.687775936,0.265963826,0.550702437,-0.284738611
?,582598,4.061054511,4163874,3.959970027,5.15485384,6.687743168,-0.030714194,0.550599733,-0.581313927
ïóå¸,692266,4.06847811,4128292,3.959769857,5.171500847,6.686530172,0.078779298,0.546797858,-0.46801856
âpï∂,149186,3.990510946,4128292,3.959769857,5.004117904,6.686530172,-1.022159953,0.546797858,-1.568957812
ê≥éÆ,1211332,4.09058676,4124676,3.959749395,5.222172353,6.686406243,0.412064453,0.546409427,-0.134344973
ä˙ä‘,144364,3.988514485,4099137,3.959604233,5.0000202,6.685527448,-1.049112061,0.543655032,-1.592767093
ä¥êl,477681,4.052126593,4096512,3.959589249,5.135056912,6.685436772,-0.160925884,0.543370828,-0.704296711
?ïˆ,406814,4.044594291,4096512,3.959589249,5.118534714,6.685436772,-0.269598461,0.543370828,-0.812969288
ãçîr,299071,4.029342643,4076820,3.959476459,5.085552479,6.684754448,-0.48653477,0.541232231,-1.027767001
éOïsäŸ,1016980,4.083986518,4067064,3.959420327,5.206863724,6.684415026,0.31137396,0.540168385,-0.228794425
íÜî¸,1230309,4.091160389,4050936,3.959327165,5.223510551,6.683851895,0.420866274,0.538403371,-0.117537096
ëSâ∆,491466,4.053431575,4049526,3.959318999,5.137935881,6.683802543,-0.141989843,0.538248686,-0.680238529
âêÕ,1038399,4.084787476,4033205,3.959224209,5.208712898,6.683229866,0.323536658,0.536453754,-0.212917096
ã¡äÏ,1336569,4.094182193,3994632,3.958998269,5.230580952,6.681865946,0.467370906,0.532178837,-0.064807931
‰_,796086,4.07427552,3979808,3.958910713,5.184624597,6.681337819,0.165099036,0.530523537,-0.3654245
çDä≈,613364,4.063301145,3930913,3.958619015,5.159873542,6.679579998,0.002302232,0.525014022,-0.522711789
MIRROR,753906,4.072039581,3926370,3.958591683,5.179549892,6.679415421,0.131720829,0.524498191,-0.392777362
äÏ?,1016534,4.083969619,3923208,3.958572636,5.206824734,6.679300746,0.311117509,0.524138768,-0.213021258
ê¢„‡,578788,4.06076611,3919155,3.958548194,5.154210588,6.679153605,-0.034945104,0.523677586,-0.55862269
é°ñ˙,244108,4.018653888,3908205,3.958482002,5.062790449,6.678755214,-0.636249023,0.522428914,-1.158677938
?âÊ,243334,4.018482638,3908205,3.958482002,5.062428016,6.678755214,-0.638632874,0.522428914,-1.161061788
â?,121667,3.977867615,3908205,3.958482002,4.978302552,6.678755214,-1.191957031,0.522428914,-1.714385946
‡¡,1311944,4.093508985,3886395,3.958349468,5.229002712,6.677957941,0.456990238,0.51993003,-0.062939792
?,622320,4.063929092,3886395,3.958349468,5.16127938,6.677957941,0.011548944,0.51993003,-0.508381085
õÊíò,276802,4.025329907,3886395,3.958349468,5.076974402,6.677957941,-0.542955941,0.51993003,-1.062885971
çò,38075,3.893016546,3886395,3.958349468,4.812281264,6.677957941,-2.283940179,0.51993003,-2.803870209
ÊS,1265473,4.092194964,3851467,3.958135278,5.225927264,6.676670557,0.436761887,0.515895001,-0.079133114
ñ\òI,214265,4.011515964,3830934,3.958008229,5.047742061,6.675907583,-0.735227812,0.513503623,-1.248731435
Êöõâ,728198,4.070599577,3820614,3.957944052,5.176290433,6.675522364,0.110282167,0.512296235,-0.402014068
ã@,1126852,4.08789128,3815703,3.957913436,5.215900866,6.675338636,0.370814575,0.51172038,-0.140905805
êÅ,940428,4.080943846,3815703,3.957913436,5.199860142,6.675338636,0.265308825,0.51172038,-0.246411555
î}Èì,513900,4.05546149,3815703,3.957913436,5.142424047,6.675338636,-0.112469524,0.51172038,-0.624189904
ñ[,594127,4.061913208,3792296,3.957766836,5.156770604,6.674459264,-0.018106935,0.508964177,-0.527071113
ïaêl,316576,4.032246205,3791025,3.957758844,5.091784713,6.674411339,-0.445543068,0.508813966,-0.954357035
ùú,832664,4.076099137,3772524,3.957642121,5.188775944,6.67371167,0.192403975,0.506621002,-0.314217027
âp,600683,4.06239238,3752416,3.957514448,5.157841188,6.672946822,-0.011065311,0.504223751,-0.515289062
ä≈ê¥,738636,4.07119171,3750104,3.957499713,5.177629903,6.672858585,0.119092354,0.503947188,-0.384854834
ó¨,1188254,4.089874022,3728594,3.957362085,5.22051138,6.672034698,0.401139618,0.501364893,-0.100225275
?,659895,4.066446979,3728594,3.957362085,5.166928838,6.672034698,0.048707511,0.501364893,-0.452657382
?êº,1039683,4.084834841,3686214,3.957088003,5.208822323,6.670395631,0.324256389,0.496227588,-0.171971199
TVBSNEWS01,732528,4.070846477,3682235,3.957062069,5.176848807,6.670240651,0.113954798,0.495741834,-0.381787036
ü‡?,502742,4.054465861,3680152,3.957048478,5.140221185,6.670159443,-0.126958557,0.495487307,-0.622445864
êÄéÔ,243330,4.018481751,3669801,3.956980799,5.06242614,6.66975513,-0.638645216,0.494220073,-1.13286529
ñC,169504,3.998124496,3660695,3.956921064,5.019820341,6.669398381,-0.918879247,0.493101921,-1.411981168
?ë‘,996538,4.083202415,3641634,3.956795422,5.205055713,6.66864837,0.299482006,0.490751171,-0.191269165
èoéË,1078278,4.086225733,3640658,3.956788967,5.212039282,6.668609847,0.345415516,0.49063043,-0.145214914
à…òN,91479,3.959135371,3640658,3.956788967,4.940617478,6.668609847,-1.439825637,0.49063043,-1.930456067
EP3,420362,4.046154106,3640290,3.956786532,5.121943084,6.668595319,-0.247180361,0.490584895,-0.737765255
ãVéÆ,346900,4.036834682,3623420,3.956674595,5.101677671,6.667927536,-0.38047344,0.488491871,-0.868965311
äC,1185351,4.089783156,3612387,3.956601036,5.220299763,6.667488905,0.399747737,0.487117074,-0.087369337
?,1250956,4.091772211,3593463,3.956474211,5.224939237,6.666733024,0.430263267,0.484747929,-0.054484663
ìåñk,255766,4.021154867,3590164,3.956452017,5.068091458,6.666600793,-0.60138233,0.484333478,-1.085715808
âπ,1081506,4.08633927,3564254,3.956276816,5.212302193,6.66555747,0.347144778,0.481063405,-0.133918627
â∆„‡,656080,4.066199512,3558300,3.956236331,5.166372699,6.665316509,0.045049581,0.480308166,-0.435258585
ã‡ã»,770476,4.072935958,3540220,3.956112875,5.181582311,6.664582008,0.145088801,0.478006028,-0.332917227
ïsóp,603816,4.062619092,3502190,3.955850608,5.158347964,6.663023125,-0.007732055,0.473120042,-0.480852097
åå,1265473,4.092194964,3495894,3.955806847,5.225927264,6.662763204,0.436761887,0.472305376,-0.035543489
è¨?,1120622,4.087682667,3495894,3.955806847,5.215416632,6.662763204,0.367629589,0.472305376,-0.104675787
ã≥àÁ,83275,3.952682845,3484818,3.955729622,4.927783368,6.662304663,-1.524240308,0.470868178,-1.995108486
·cín,593148,4.061841094,3483776,3.955722341,5.156609544,6.662261441,-0.019166285,0.470732705,-0.489898991
Ëú?,720308,4.070144986,3479128,3.95568983,5.175262878,6.662068461,0.103523561,0.470127851,-0.366604289
ìú,434501,4.047717084,3468424,3.955614755,5.125365167,6.661622933,-0.22467206,0.46873144,-0.6934035
ü‘,416544,4.045720885,3465486,3.955594098,5.120995769,6.661500375,-0.253411197,0.468347307,-0.721758504
ñãëO,116168,3.974914398,3461544,3.955566347,4.972317799,6.66133575,-1.231320955,0.467831327,-1.699152283
õâë™,447120,4.049059877,3426148,3.955315392,5.12831065,6.659848009,-0.205298535,0.463168322,-0.668466857
ï∂âª,202576,4.008377086,3422384,3.955288515,5.04116168,6.659688784,-0.778509397,0.462669264,-1.241178661
??,773250,4.073083694,3409596,3.955196927,5.18191754,6.659146344,0.147293724,0.460969101,-0.313675377
çáè•,555360,4.058939596,3409596,3.955196927,5.150142605,6.659146344,-0.061701728,0.460969101,-0.522670829
ñºîv,78398,3.948462559,3409596,3.955196927,4.919428204,6.659146344,-1.5791953,0.460969101,-2.040164401
îÚã@,678687,4.067640679,3405510,3.955167573,5.169614212,6.65897254,0.066370207,0.460424351,-0.394054144
Ç∞,1189529,4.089913844,3394925,3.955091325,5.22060413,6.658521196,0.401749671,0.459009709,-0.057260038
?,328467,4.034107725,3385392,3.9550224,5.095791644,6.658113348,-0.419188007,0.457731397,-0.876919404
?,544365,4.058049258,3338672,3.954681076,5.148163327,6.656095621,-0.074720162,0.451407262,-0.526127424
óòóp,1126470,4.087878529,3331872,3.954630901,5.215871266,6.655799291,0.37061988,0.450478478,-0.079858598
80,962204,4.081839676,3322716,3.954563139,5.201918716,6.65539921,0.278848821,0.449224511,-0.170375691
ënë¢,343504,4.036345927,3322716,3.954563139,5.100621283,6.65539921,-0.387421696,0.449224511,-0.836646208
îVâ§,980580,4.082576366,3302312,3.954411292,5.203613735,6.654503145,0.28999759,0.446415986,-0.156418395
?îVâ§,653720,4.066045534,3302312,3.954411292,5.16602676,6.654503145,0.042774211,0.446415986,-0.403641775
ê⁄óÕ,465957,4.050979561,3301260,3.954403432,5.132530475,6.654456776,-0.17754319,0.446270652,-0.623813842
ã‡óZ,198811,4.007318095,3281780,3.954257308,5.038946611,6.65359513,-0.793078726,0.443570006,-1.236648732
â∫èÍ,649029,4.065737421,3264315,3.954125377,5.165334755,6.65281769,0.038222637,0.441133289,-0.402910652
çÇî\,317356,4.032370943,3263556,3.954119623,5.092052934,6.652783798,-0.443778884,0.44102706,-0.884805944
èdê∂,67701,3.937950461,3262218,3.954109477,4.898746943,6.652724029,-1.715223567,0.440839727,-2.156063294
îwåi,242084,4.018204645,3245595,3.953982985,5.061839823,6.651979157,-0.642501636,0.438505086,-1.081006722
êÙ,559192,4.059244794,3237651,3.953922249,5.150821631,6.651621667,-0.057235522,0.43738461,-0.494620132
ê∂à”,240275,4.017799177,3235225,3.953903665,5.060982241,6.651512297,-0.648142269,0.437041812,-1.085184081
êgÁ≤,495542,4.053808797,3234879,3.953901013,5.138769008,6.651496691,-0.136510058,0.436992898,-0.573502956
êÙ‰I,42968,3.902966867,3223275,3.953811865,4.831173425,6.650972206,-2.159679478,0.435349012,-2.59502849
ïóñ\,771748,4.073003783,3222510,3.953805974,5.181736204,6.650937554,0.146101011,0.435240404,-0.289139393
âπ?,698454,4.068853027,3220835,3.953793069,5.172346225,6.65086165,0.084339659,0.435002499,-0.350662839
êlï®,314628,4.031933014,3205820,3.953677012,5.091111445,6.650179237,-0.449971404,0.432863622,-0.882835026
ç£,607031,4.062850232,3196860,3.953607432,5.158864803,6.649770296,-0.004332618,0.431581884,-0.435914502
õìñK,938955,4.080882325,3185052,3.953515365,5.199718875,6.649229391,0.26437966,0.429886531,-0.165506871
ë⁄,756934,4.072205192,3178875,3.953467033,5.179925192,6.64894553,0.134189318,0.42899683,-0.294807512
ä¥èÓ,176920,4.000627044,3178875,3.953467033,5.025008421,6.64894553,-0.884755328,0.42899683,-1.313752158
ìdâeâ,648692,4.065715181,3162195,3.953335933,5.165284815,6.648175889,0.037894166,0.426584555,-0.388690389
êÑëE,154474,3.992610681,3162195,3.953335933,5.008436399,6.648175889,-0.993755623,0.426584555,-1.420340179
?,492708,4.053546927,3159612,3.953315554,5.138190601,6.648056296,-0.140314455,0.426209716,-0.566524171
êÑ,910643,4.079676161,3155188,3.953280602,5.19695191,6.647851208,0.246180311,0.425566911,-0.179386601
ê≥äm,194112,4.005961099,3151149,3.953248639,5.036111869,6.647663684,-0.811723865,0.424979158,-1.236703024
ã@ìÆ,660327,4.06647489,3147248,3.953217719,5.166991575,6.64748231,0.049120158,0.424410679,-0.375290521
˚Æäxå™,780468,4.073465056,3131444,3.953091964,5.182783231,6.646744909,0.152987693,0.422099454,-0.26911176
ìÏäC,641316,4.065224791,3126480,3.953052301,5.164184077,6.646512426,0.030654209,0.421370786,-0.390716576
éûåı,29861,3.872139036,3123048,3.953024833,4.773077542,6.646351449,-2.541797493,0.420866237,-2.96266373
âÀ,363389,4.039126528,3109241,3.952913948,5.106639662,6.645701812,-0.347836602,0.418830088,-0.766666689
éëóø,59375,3.928234294,3109241,3.952913948,4.879791373,6.645701812,-1.839901332,0.418830088,-2.25873142
îÔ,568355,4.059964218,3103974,3.952871486,5.152423377,6.645453134,-0.046700251,0.418050661,-0.464750912
ñ∆îÔ,475752,4.051940272,3103974,3.952871486,5.134646266,6.645453134,-0.163626854,0.418050661,-0.581677515
â¬à§,569007,4.060014863,3086836,3.952732698,5.152536192,6.644640669,-0.045958222,0.415504163,-0.461462385
õöé‡˙Ω,855399,4.077183446,3079904,3.952676288,5.191249672,6.644310595,0.208674592,0.414469617,-0.205795026
í`,388950,4.042436568,3072226,3.952613622,5.113830907,6.64394402,-0.300537131,0.413320666,-0.713857796
çTêß,167956,3.997585032,3031504,3.952277964,5.018703722,6.641982367,-0.92622366,0.407172283,-1.333395943
ïÍêe,398478,4.043602296,3026268,3.952234398,5.116370594,6.641727983,-0.283832679,0.406374972,-0.690207651
èóõwéq,1039683,4.084834841,3025564,3.952228533,5.208822323,6.641693743,0.324256389,0.406267652,-0.082011263
õI,152946,3.992013181,3017282,3.95215941,5.007206603,6.641290252,-1.001844444,0.405002996,-1.40684744
ÁŒâ@,633152,4.06467382,3005376,3.952059625,5.162948267,6.640708008,0.022525828,0.403178078,-0.38065225
çXê•,404372,4.044306309,3005376,3.952059625,5.117906179,6.640708008,-0.273732572,0.403178078,-0.67691065
?,192619,4.005521427,3001356,3.952025822,5.035194277,6.640510829,-0.817759207,0.402560061,-1.220319268
êÈôB,191730,4.005257621,2995110,3.951973188,5.034643922,6.640203872,-0.821379092,0.401597973,-1.222977064
ã¢,942196,4.08101753,2977344,3.951822728,5.200029358,6.639326808,0.26642182,0.398849001,-0.132427181
